Gene_Name,3groupCMHexact_pvalue,3groupbreslowday_pvalue,Model,3groupcasefreq,3groupctrlfreq,3groupenrichmentdirection,1ifbothdukeandha_showcaseenrichment,4groupCMHexact_pvalue,4groupbreslowday_pvalue,4groupcasefreq,4groupctrlfreq,4groupdirection,CarrierCaseDuke,NonCarrierCaseDuke,CarrierCtrlDuke,NonCarrierCtrlDuke,CarrierCaseStanfordMcGill,NonCarrierCaseStanfordMcGill,CarrierCtrlStanfordMcGill,NonCarrierCtrlStanfordMcGill,CarrierCaseHudsonAlpha,NonCarrierCaseHudsonAlpha,CarrierCtrlHudsonAlpha,NonCarrierCtrlHudsonAlpha,CarrierCaseReplication,NonCarrierCaseReplication,CarrierCtrlReplication,NonCarrierCtrlReplication,CaseFreqDuke,CtrlFreqDuke,CaseFreqStanfordMcGill,CtrlFreqStanfordMcGill,CaseFreqHudsonAlpha,CtrlFreqHudsonAlpha,CaseFreqReplication,CtrlFreqReplication
'REL',0.749285562,0.320355382,Dom_not_benign,0.104%,0.125%,ctrl,0,NA,NA,NA,NA,NA,0,1173,3,4011,0,251,3,786,3,1447,2,1600,NA,NA,NA,NA,0,0.0007474,0,0.0038,0.002068966,0.001248439,NA,NA
'RELA',0.317437745,0.355703108,Dom_not_benign,0.418%,0.281%,case,0,NA,NA,NA,NA,NA,3,1170,13,4001,1,250,2,787,8,1442,3,1599,NA,NA,NA,NA,0.0026,0.0032,0.004,0.0025,0.005517241,0.001872659,NA,NA
'RELA',0.326376234,0.246140554,Dom_coding,0.452%,0.297%,case,0,NA,NA,NA,NA,NA,3,1170,14,4000,1,250,2,787,9,1441,3,1599,NA,NA,NA,NA,0.0026,0.0035,0.004,0.0025,0.006206897,0.001872659,NA,NA
'RELB',0.438266098,0.778035482,Dom_coding,0.278%,0.390%,ctrl,0,NA,NA,NA,NA,NA,4,1169,16,3998,0,251,1,788,4,1446,8,1594,NA,NA,NA,NA,0.0034,0.004,0,0.0013,0.002758621,0.004993758,NA,NA
'RELB',1,0.571218039,Dom_not_benign,0.174%,0.187%,ctrl,0,NA,NA,NA,NA,NA,3,1170,7,4007,0,251,1,788,2,1448,4,1598,NA,NA,NA,NA,0.0026,0.0017,0,0.0013,0.00137931,0.002496879,NA,NA
'RELL1',0.015983255,0.869340187,Dom_not_benign,0.313%,0.062%,case,1,NA,NA,NA,NA,NA,1,1172,1,4013,2,249,2,787,6,1444,1,1601,NA,NA,NA,NA,0.0008525,0.0002491,0.008,0.0025,0.004137931,0.00062422,NA,NA
'RELL1',0.062441979,0.73957,Dom_coding,0.418%,0.172%,case,1,NA,NA,NA,NA,NA,3,1170,6,4008,2,249,3,786,7,1443,2,1600,NA,NA,NA,NA,0.0026,0.0015,0.008,0.0038,0.004827586,0.001248439,NA,NA
'RELL2',0.064578646,0.743988061,Dom_coding,0.104%,0.328%,ctrl,0,NA,NA,NA,NA,NA,1,1172,12,4002,0,251,4,785,2,1448,5,1597,NA,NA,NA,NA,0.0008525,0.003,0,0.0051,0.00137931,0.003121099,NA,NA
'RELL2',0.163262649,0.824243494,Dom_not_benign,0.070%,0.219%,ctrl,0,NA,NA,NA,NA,NA,1,1172,8,4006,0,251,3,786,1,1449,3,1599,NA,NA,NA,NA,0.0008525,0.002,0,0.0038,0.000689655,0.001872659,NA,NA
'RELN',0.037932982,0.844855097,Rec_coding,0.800%,0.640%,case,1,NA,NA,NA,NA,NA,16,1157,33,3981,4,247,7,782,3,1447,1,1601,NA,NA,NA,NA,0.0136,0.0082,0.0159,0.0089,0.002068966,0.00062422,NA,NA
'RELN',0.158959366,0.5544593,Rec_not_benign,0.244%,0.156%,case,1,NA,NA,NA,NA,NA,4,1169,8,4006,1,250,2,787,2,1448,0,1602,NA,NA,NA,NA,0.0034,0.002,0.004,0.0025,0.00137931,0,NA,NA
'RELN',0.253078778,0.050843931,Dom_not_benign,1.705%,1.421%,case,1,NA,NA,NA,NA,NA,24,1149,53,3961,1,250,18,771,24,1426,20,1582,NA,NA,NA,NA,0.0205,0.0132,0.004,0.0228,0.01655172,0.01248439,NA,NA
'RELN',0.377420829,0.236446284,Dom_coding,2.331%,2.045%,case,1,NA,NA,NA,NA,NA,32,1141,79,3935,3,248,19,770,32,1418,33,1569,NA,NA,NA,NA,0.0273,0.0197,0.012,0.0241,0.02206897,0.02059925,NA,NA
'RELN',1,NA,Dom_LoF,0.035%,0.062%,ctrl,0,NA,NA,NA,NA,NA,1,1172,3,4011,0,251,0,789,0,1450,1,1601,NA,NA,NA,NA,0.0008525,0.0007474,0,0,0,0.00062422,NA,NA
'RELT',0.609543094,NA,Dom_LoF,0.070%,0.047%,case,1,NA,NA,NA,NA,NA,1,1172,3,4011,0,251,0,789,1,1449,0,1602,NA,NA,NA,NA,0.0008525,0.0007474,0,0,0.000689655,0,NA,NA
'RELT',0.878177059,0.491122199,Dom_coding,0.626%,0.515%,case,0,NA,NA,NA,NA,NA,5,1168,19,3995,2,249,2,787,11,1439,12,1590,NA,NA,NA,NA,0.0043,0.0047,0.008,0.0025,0.007586207,0.007490637,NA,NA
'RELT',1,0.384569354,Dom_not_benign,0.313%,0.297%,case,0,NA,NA,NA,NA,NA,2,1171,10,4004,2,249,2,787,5,1445,7,1595,NA,NA,NA,NA,0.0017,0.0025,0.008,0.0025,0.003448276,0.004369538,NA,NA
'RELT',0.671183281,0.27411841,Rec_coding,0.035%,0.094%,ctrl,0,NA,NA,NA,NA,NA,1,1172,2,4012,0,251,2,787,0,1450,2,1600,NA,NA,NA,NA,0.0008525,0.0004983,0,0.0025,0,0.001248439,NA,NA
'REM1',0.361344593,0.346153523,Dom_coding,0.174%,0.297%,ctrl,0,NA,NA,NA,NA,NA,2,1171,12,4002,1,250,1,788,2,1448,6,1596,NA,NA,NA,NA,0.0017,0.003,0.004,0.0013,0.00137931,0.003745318,NA,NA
'REM1',0.586654379,0.416264187,Dom_not_benign,0.139%,0.187%,ctrl,0,NA,NA,NA,NA,NA,1,1172,6,4008,1,250,1,788,2,1448,5,1597,NA,NA,NA,NA,0.0008525,0.0015,0.004,0.0013,0.00137931,0.003121099,NA,NA
'REM1',1,NA,Dom_LoF,0.035%,0.062%,ctrl,0,NA,NA,NA,NA,NA,1,1172,2,4012,0,251,0,789,0,1450,2,1600,NA,NA,NA,NA,0.0008525,0.0004983,0,0,0,0.001248439,NA,NA
'REM2',0.601572449,NA,Dom_coding,0.174%,0.172%,case,0,NA,NA,NA,NA,NA,1,1172,4,4010,0,251,0,789,4,1446,7,1595,NA,NA,NA,NA,0.0008525,0.0009965,0,0,0.002758621,0.004369538,NA,NA
'REM2',0.079592418,NA,Dom_not_benign,0.070%,0.172%,ctrl,0,NA,NA,NA,NA,NA,0,1173,3,4011,0,251,0,789,2,1448,8,1594,NA,NA,NA,NA,0,0.0007474,0,0,0.00137931,0.004993758,NA,NA
'REM2',0.636021488,NA,Dom_LoF,0.035%,0.047%,ctrl,0,NA,NA,NA,NA,NA,0,1173,1,4013,0,251,0,789,1,1449,2,1600,NA,NA,NA,NA,0,0.0002491,0,0,0.000689655,0.001248439,NA,NA
'REN',0.609543094,NA,Dom_LoF,0.070%,0.047%,case,1,NA,NA,NA,NA,NA,1,1172,3,4011,0,251,0,789,1,1449,0,1602,NA,NA,NA,NA,0.0008525,0.0007474,0,0,0.000689655,0,NA,NA
'REN',0.275674421,0.63683624,Dom_not_benign,0.174%,0.343%,ctrl,0,NA,NA,NA,NA,NA,2,1171,15,3999,0,251,3,786,3,1447,4,1598,NA,NA,NA,NA,0.0017,0.0037,0,0.0038,0.002068966,0.002496879,NA,NA
'REN',0.515740159,0.071421903,Dom_coding,0.418%,0.546%,ctrl,0,NA,NA,NA,NA,NA,3,1170,27,3987,0,251,3,786,9,1441,5,1597,NA,NA,NA,NA,0.0026,0.0067,0,0.0038,0.006206897,0.003121099,NA,NA
'RENBP',0.813904982,NA,Rec_coding,0.278%,0.219%,case,1,NA,NA,NA,NA,NA,3,1170,10,4004,0,251,0,789,5,1445,4,1598,NA,NA,NA,NA,0.0026,0.0025,0,0,0.003448276,0.002496879,NA,NA
'RENBP',1,NA,Rec_not_benign,0.139%,0.109%,case,0,NA,NA,NA,NA,NA,1,1172,5,4009,0,251,0,789,3,1447,2,1600,NA,NA,NA,NA,0.0008525,0.0012,0,0,0.002068966,0.001248439,NA,NA
'RENBP',0.091123116,0.675833223,Dom_coding,0.070%,0.203%,ctrl,0,NA,NA,NA,NA,NA,0,1173,5,4009,0,251,2,787,2,1448,6,1596,NA,NA,NA,NA,0,0.0012,0,0.0025,0.00137931,0.003745318,NA,NA
'RENBP',0.699539923,0.804781528,Dom_not_benign,0.070%,0.078%,ctrl,0,NA,NA,NA,NA,NA,0,1173,1,4013,0,251,1,788,2,1448,3,1599,NA,NA,NA,NA,0,0.0002491,0,0.0013,0.00137931,0.001872659,NA,NA
'REP15',0.706288793,NA,Dom_LoF,0.104%,0.062%,case,0,NA,NA,NA,NA,NA,0,1173,3,4011,0,251,0,789,3,1447,1,1601,NA,NA,NA,NA,0,0.0007474,0,0,0.002068966,0.00062422,NA,NA
'REP15',0.739993566,NA,Dom_not_benign,0.139%,0.094%,case,0,NA,NA,NA,NA,NA,0,1173,5,4009,0,251,0,789,4,1446,1,1601,NA,NA,NA,NA,0,0.0012,0,0,0.002758621,0.00062422,NA,NA
'REP15',0.617241222,0.190480995,Dom_coding,0.174%,0.219%,ctrl,0,NA,NA,NA,NA,NA,0,1173,8,4006,0,251,2,787,5,1445,4,1598,NA,NA,NA,NA,0,0.002,0,0.0025,0.003448276,0.002496879,NA,NA
'REPIN1',0.054321613,0.071659721,Dom_coding,0.731%,0.437%,case,0,NA,NA,NA,NA,NA,14,1159,16,3998,1,250,3,786,6,1444,9,1593,NA,NA,NA,NA,0.0119,0.004,0.004,0.0038,0.004137931,0.005617978,NA,NA
'REPIN1',0.347011776,0.589183733,Dom_not_benign,0.487%,0.328%,case,0,NA,NA,NA,NA,NA,7,1166,12,4002,1,250,2,787,6,1444,7,1595,NA,NA,NA,NA,0.006,0.003,0.004,0.0025,0.004137931,0.004369538,NA,NA
'REPIN1',1,NA,Dom_LoF,0.070%,0.047%,case,0,NA,NA,NA,NA,NA,0,1173,2,4012,0,251,0,789,2,1448,1,1601,NA,NA,NA,NA,0,0.0004983,0,0,0.00137931,0.00062422,NA,NA
'REPIN1',1,NA,Rec_coding,0.035%,0.016%,case,0,NA,NA,NA,NA,NA,0,1173,1,4013,0,251,0,789,1,1449,0,1602,NA,NA,NA,NA,0,0.0002491,0,0,0.000689655,0,NA,NA
'REPS1',0.067329955,0.77001359,Dom_coding,0.209%,0.515%,ctrl,0,NA,NA,NA,NA,NA,2,1171,22,3992,1,250,4,785,3,1447,7,1595,NA,NA,NA,NA,0.0017,0.0055,0.004,0.0051,0.002068966,0.004369538,NA,NA
'REPS1',0.178198093,0.779576192,Dom_not_benign,0.139%,0.343%,ctrl,0,NA,NA,NA,NA,NA,2,1171,15,3999,0,251,3,786,2,1448,4,1598,NA,NA,NA,NA,0.0017,0.0037,0,0.0038,0.00137931,0.002496879,NA,NA
'REPS2',0.554408487,NA,Dom_not_benign,0.104%,0.172%,ctrl,0,NA,NA,NA,NA,NA,2,1171,7,4007,0,251,0,789,1,1449,4,1598,NA,NA,NA,NA,0.0017,0.0017,0,0,0.000689655,0.002496879,NA,NA
'REPS2',0.809488747,NA,Dom_coding,0.209%,0.219%,ctrl,0,NA,NA,NA,NA,NA,2,1171,9,4005,0,251,0,789,4,1446,5,1597,NA,NA,NA,NA,0.0017,0.0022,0,0,0.002758621,0.003121099,NA,NA
'REPS2',1,0.221259918,Rec_coding,0.244%,0.265%,ctrl,0,NA,NA,NA,NA,NA,2,1171,13,4001,0,251,2,787,5,1445,2,1600,NA,NA,NA,NA,0.0017,0.0032,0,0.0025,0.003448276,0.001248439,NA,NA
'REPS2',1,NA,Rec_not_benign,0.035%,0.062%,ctrl,0,NA,NA,NA,NA,NA,1,1172,4,4010,0,251,0,789,0,1450,0,1602,NA,NA,NA,NA,0.0008525,0.0009965,0,0,0,0,NA,NA
'RER1',0.435969144,NA,Dom_coding,0.035%,0.109%,ctrl,0,NA,NA,NA,NA,NA,0,1173,6,4008,0,251,0,789,1,1449,1,1601,NA,NA,NA,NA,0,0.0015,0,0,0.000689655,0.00062422,NA,NA
'RER1',1,NA,Dom_not_benign,0.035%,0.062%,ctrl,0,NA,NA,NA,NA,NA,0,1173,3,4011,0,251,0,789,1,1449,1,1601,NA,NA,NA,NA,0,0.0007474,0,0,0.000689655,0.00062422,NA,NA
'RERE',0.190782295,0.71060411,Dom_coding,1.113%,0.906%,case,1,NA,NA,NA,NA,NA,14,1159,36,3978,6,245,10,779,12,1438,12,1590,NA,NA,NA,NA,0.0119,0.009,0.0239,0.0127,0.008275862,0.007490637,NA,NA
'RERE',0.45027547,0.966113657,Dom_not_benign,0.939%,0.859%,case,1,NA,NA,NA,NA,NA,13,1160,35,3979,4,247,10,779,10,1440,10,1592,NA,NA,NA,NA,0.0111,0.0087,0.0159,0.0127,0.006896552,0.006242197,NA,NA
'RERE',0.579844793,NA,Rec_coding,0.000%,0.062%,ctrl,0,NA,NA,NA,NA,NA,0,1173,3,4011,0,251,1,788,0,1450,0,1602,NA,NA,NA,NA,0,0.0007474,0,0.0013,0,0,NA,NA
'RERE',0.579844793,NA,Rec_not_benign,0.000%,0.062%,ctrl,0,NA,NA,NA,NA,NA,0,1173,3,4011,0,251,1,788,0,1450,0,1602,NA,NA,NA,NA,0,0.0007474,0,0.0013,0,0,NA,NA
'RERG',1,NA,Dom_LoF,0.035%,0.047%,ctrl,0,NA,NA,NA,NA,NA,1,1172,2,4012,0,251,0,789,0,1450,1,1601,NA,NA,NA,NA,0.0008525,0.0004983,0,0,0,0.00062422,NA,NA
'RERGL',0.150846926,0.603364434,Dom_coding,0.104%,0.312%,ctrl,0,NA,NA,NA,NA,NA,1,1172,14,4000,1,250,3,786,1,1449,3,1599,NA,NA,NA,NA,0.0008525,0.0035,0.004,0.0038,0.000689655,0.001872659,NA,NA
'RERGL',0.524256864,0.708705549,Dom_not_benign,0.070%,0.172%,ctrl,0,NA,NA,NA,NA,NA,1,1172,8,4006,0,251,2,787,1,1449,1,1601,NA,NA,NA,NA,0.0008525,0.002,0,0.0025,0.000689655,0.00062422,NA,NA
'RESP18',0.419265949,0.717475047,Dom_coding,0.244%,0.156%,case,1,NA,NA,NA,NA,NA,3,1170,7,4007,0,251,1,788,4,1446,2,1600,NA,NA,NA,NA,0.0026,0.0017,0,0.0013,0.002758621,0.001248439,NA,NA
'RESP18',0.576589718,0.78500539,Dom_not_benign,0.209%,0.156%,case,1,NA,NA,NA,NA,NA,3,1170,7,4007,0,251,1,788,3,1447,2,1600,NA,NA,NA,NA,0.0026,0.0017,0,0.0013,0.002068966,0.001248439,NA,NA
'RESP18',0.658931041,0.186262874,Dom_LoF,0.035%,0.062%,ctrl,0,NA,NA,NA,NA,NA,1,1172,1,4013,0,251,1,788,0,1450,2,1600,NA,NA,NA,NA,0.0008525,0.0002491,0,0.0013,0,0.001248439,NA,NA
'REST',0.024940781,0.730819046,Dom_coding,0.974%,0.593%,case,1,NA,NA,NA,NA,NA,15,1158,24,3990,3,248,6,783,10,1440,8,1594,NA,NA,NA,NA,0.0128,0.006,0.012,0.0076,0.006896552,0.004993758,NA,NA
'REST',0.188779767,0.148162963,Dom_not_benign,0.383%,0.265%,case,1,NA,NA,NA,NA,NA,5,1168,15,3999,1,250,2,787,5,1445,0,1602,NA,NA,NA,NA,0.0043,0.0037,0.004,0.0025,0.003448276,0,NA,NA
'REST',1,NA,Dom_LoF,0.035%,0.016%,case,0,NA,NA,NA,NA,NA,0,1173,1,4013,0,251,0,789,1,1449,0,1602,NA,NA,NA,NA,0,0.0002491,0,0,0.000689655,0,NA,NA
'REST',0.162769915,NA,Rec_not_benign,0.000%,0.078%,ctrl,0,NA,NA,NA,NA,NA,0,1173,3,4011,0,251,0,789,0,1450,2,1600,NA,NA,NA,NA,0,0.0007474,0,0,0,0.001248439,NA,NA
'REST',0.410689519,0.69142555,Rec_coding,0.104%,0.219%,ctrl,0,NA,NA,NA,NA,NA,2,1171,9,4005,0,251,1,788,1,1449,4,1598,NA,NA,NA,NA,0.0017,0.0022,0,0.0013,0.000689655,0.002496879,NA,NA
'RET',0.331711488,0.883352915,Dom_not_benign,0.835%,0.609%,case,1,NA,NA,NA,NA,NA,9,1164,24,3990,1,250,4,785,14,1436,11,1591,NA,NA,NA,NA,0.0077,0.006,0.004,0.0051,0.009655172,0.006866417,NA,NA
'RET',0.560614628,0.735131711,Dom_coding,1.113%,0.921%,case,1,NA,NA,NA,NA,NA,13,1160,36,3978,1,250,6,783,18,1432,17,1585,NA,NA,NA,NA,0.0111,0.009,0.004,0.0076,0.01241379,0.01061174,NA,NA
'RET',0.513639048,NA,Rec_not_benign,0.000%,0.031%,ctrl,0,NA,NA,NA,NA,NA,0,1173,1,4013,0,251,0,789,0,1450,1,1601,NA,NA,NA,NA,0,0.0002491,0,0,0,0.00062422,NA,NA
'RET',0.636021488,NA,Rec_coding,0.035%,0.047%,ctrl,0,NA,NA,NA,NA,NA,0,1173,1,4013,0,251,0,789,1,1449,2,1600,NA,NA,NA,NA,0,0.0002491,0,0,0.000689655,0.001248439,NA,NA
'RETN',1,0.25713874,Dom_coding,0.035%,0.062%,ctrl,0,NA,NA,NA,NA,NA,1,1172,1,4013,0,251,2,787,0,1450,1,1601,NA,NA,NA,NA,0.0008525,0.0002491,0,0.0025,0,0.00062422,NA,NA
'RETN',1,0.064552444,Dom_not_benign,0.035%,0.047%,ctrl,0,NA,NA,NA,NA,NA,1,1172,0,4014,0,251,2,787,0,1450,1,1601,NA,NA,NA,NA,0.0008525,0,0,0.0025,0,0.00062422,NA,NA
'RETNLB',0.678160868,0.271761501,Dom_not_benign,0.104%,0.047%,case,0,NA,NA,NA,NA,NA,0,1173,1,4013,1,250,0,789,2,1448,2,1600,NA,NA,NA,NA,0,0.0002491,0.004,0,0.00137931,0.001248439,NA,NA
'RETNLB',1,0.098670138,Dom_coding,0.139%,0.109%,case,0,NA,NA,NA,NA,NA,0,1173,5,4009,1,250,0,789,3,1447,2,1600,NA,NA,NA,NA,0,0.0012,0.004,0,0.002068966,0.001248439,NA,NA
'RETSAT',0.111921542,0.798071763,Dom_not_benign,0.626%,0.328%,case,1,NA,NA,NA,NA,NA,7,1166,11,4003,1,250,3,786,10,1440,7,1595,NA,NA,NA,NA,0.006,0.0027,0.004,0.0038,0.006896552,0.004369538,NA,NA
'RETSAT',0.409097853,0.426351437,Dom_LoF,0.244%,0.125%,case,1,NA,NA,NA,NA,NA,3,1170,3,4011,0,251,1,788,4,1446,4,1598,NA,NA,NA,NA,0.0026,0.0007474,0,0.0013,0.002758621,0.002496879,NA,NA
'RETSAT',0.61438092,0.621019594,Dom_coding,0.939%,0.812%,case,1,NA,NA,NA,NA,NA,12,1161,32,3982,1,250,7,782,14,1436,13,1589,NA,NA,NA,NA,0.0102,0.008,0.004,0.0089,0.009655172,0.008114856,NA,NA
'RETSAT',0.493294318,0.601425793,Rec_coding,0.070%,0.125%,ctrl,0,NA,NA,NA,NA,NA,1,1172,3,4011,0,251,1,788,1,1449,4,1598,NA,NA,NA,NA,0.0008525,0.0007474,0,0.0013,0.000689655,0.002496879,NA,NA
'RETSAT',1,NA,Rec_not_benign,0.035%,0.047%,ctrl,0,NA,NA,NA,NA,NA,0,1173,2,4012,0,251,0,789,1,1449,1,1601,NA,NA,NA,NA,0,0.0004983,0,0,0.000689655,0.00062422,NA,NA
'REV1',0.566535606,NA,Rec_coding,0.070%,0.031%,case,1,NA,NA,NA,NA,NA,1,1172,2,4012,0,251,0,789,1,1449,0,1602,NA,NA,NA,NA,0.0008525,0.0004983,0,0,0.000689655,0,NA,NA
'REV1',0.682742631,0.102868701,Dom_not_benign,0.278%,0.328%,ctrl,0,NA,NA,NA,NA,NA,1,1172,12,4002,0,251,5,784,7,1443,4,1598,NA,NA,NA,NA,0.0008525,0.003,0,0.0063,0.004827586,0.002496879,NA,NA
'REV3L',0.066840263,0.892724119,Dom_not_benign,1.357%,0.874%,case,1,NA,NA,NA,NA,NA,17,1156,35,3979,2,249,5,784,20,1430,16,1586,NA,NA,NA,NA,0.0145,0.0087,0.008,0.0063,0.0137931,0.009987516,NA,NA
'REV3L',0.072821592,0.82785678,Dom_coding,2.714%,2.014%,case,1,NA,NA,NA,NA,NA,31,1142,82,3932,4,247,13,776,43,1407,34,1568,NA,NA,NA,NA,0.0264,0.0204,0.0159,0.0165,0.02965517,0.02122347,NA,NA
'REV3L',1,0.479983772,Rec_not_benign,0.070%,0.062%,case,0,NA,NA,NA,NA,NA,1,1172,1,4013,0,251,1,788,1,1449,2,1600,NA,NA,NA,NA,0.0008525,0.0002491,0,0.0013,0.000689655,0.001248439,NA,NA
'REV3L',0.65220029,0.250503316,Rec_coding,0.209%,0.281%,ctrl,0,NA,NA,NA,NA,NA,4,1169,9,4005,0,251,4,785,2,1448,5,1597,NA,NA,NA,NA,0.0034,0.0022,0,0.0051,0.00137931,0.003121099,NA,NA
'REXO1',0.658452088,NA,Dom_LoF,0.104%,0.047%,case,0,NA,NA,NA,NA,NA,0,1173,3,4011,0,251,0,789,3,1447,0,1602,NA,NA,NA,NA,0,0.0007474,0,0,0.002068966,0,NA,NA
'REXO1',1,NA,Rec_not_benign,0.035%,0.031%,case,0,NA,NA,NA,NA,NA,0,1173,1,4013,0,251,0,789,1,1449,1,1601,NA,NA,NA,NA,0,0.0002491,0,0,0.000689655,0.00062422,NA,NA
'REXO1',0.179530073,0.923733885,Dom_not_benign,0.592%,0.796%,ctrl,0,NA,NA,NA,NA,NA,5,1168,30,3984,1,250,4,785,11,1439,17,1585,NA,NA,NA,NA,0.0043,0.0075,0.004,0.0051,0.007586207,0.01061174,NA,NA
'REXO1',0.225945675,NA,Rec_coding,0.452%,0.640%,ctrl,0,NA,NA,NA,NA,NA,7,1166,26,3988,0,251,0,789,6,1444,15,1587,NA,NA,NA,NA,0.006,0.0065,0,0,0.004137931,0.009363296,NA,NA
'REXO1',0.32852741,0.485323591,Dom_coding,1.287%,1.436%,ctrl,0,NA,NA,NA,NA,NA,10,1163,56,3958,3,248,7,782,24,1426,29,1573,NA,NA,NA,NA,0.0085,0.014,0.012,0.0089,0.01655172,0.01810237,NA,NA
'REXO2',0.205616901,NA,Dom_not_benign,0.139%,0.031%,case,1,NA,NA,NA,NA,NA,1,1172,1,4013,0,251,0,789,3,1447,1,1601,NA,NA,NA,NA,0.0008525,0.0002491,0,0,0.002068966,0.00062422,NA,NA
'REXO2',0.527836417,NA,Dom_coding,0.174%,0.094%,case,0,NA,NA,NA,NA,NA,1,1172,4,4010,0,251,0,789,4,1446,2,1600,NA,NA,NA,NA,0.0008525,0.0009965,0,0,0.002758621,0.001248439,NA,NA
'REXO4',1,0.536465645,Dom_coding,0.487%,0.437%,case,0,NA,NA,NA,NA,NA,4,1169,16,3998,0,251,3,786,10,1440,9,1593,NA,NA,NA,NA,0.0034,0.004,0,0.0038,0.006896552,0.005617978,NA,NA
'REXO4',0.21005283,0.858220353,Dom_not_benign,0.139%,0.219%,ctrl,0,NA,NA,NA,NA,NA,1,1172,5,4009,0,251,1,788,3,1447,8,1594,NA,NA,NA,NA,0.0008525,0.0012,0,0.0013,0.002068966,0.004993758,NA,NA
'REXO4',0.282106262,NA,Dom_LoF,0.000%,0.062%,ctrl,0,NA,NA,NA,NA,NA,0,1173,1,4013,0,251,1,788,0,1450,2,1600,NA,NA,NA,NA,0,0.0002491,0,0.0013,0,0.001248439,NA,NA
'REXO4',1,0.273573357,Rec_coding,0.035%,0.062%,ctrl,0,NA,NA,NA,NA,NA,0,1173,3,4011,0,251,1,788,1,1449,0,1602,NA,NA,NA,NA,0,0.0007474,0,0.0013,0.000689655,0,NA,NA
'RFC1',0.498291591,0.740472949,Dom_not_benign,0.522%,0.484%,case,0,NA,NA,NA,NA,NA,8,1165,21,3993,3,248,5,784,4,1446,5,1597,NA,NA,NA,NA,0.0068,0.0052,0.012,0.0063,0.002758621,0.003121099,NA,NA
'RFC1',1,0.425941117,Dom_coding,0.731%,0.812%,ctrl,0,NA,NA,NA,NA,NA,11,1162,35,3979,3,248,5,784,7,1443,12,1590,NA,NA,NA,NA,0.0094,0.0087,0.012,0.0063,0.004827586,0.007490637,NA,NA
'RFC1',1,NA,Dom_LoF,0.035%,0.047%,ctrl,0,NA,NA,NA,NA,NA,1,1172,3,4011,0,251,0,789,0,1450,0,1602,NA,NA,NA,NA,0.0008525,0.0007474,0,0,0,0,NA,NA
'RFC1',1,NA,Rec_coding,0.035%,0.047%,ctrl,0,NA,NA,NA,NA,NA,1,1172,3,4011,0,251,0,789,0,1450,0,1602,NA,NA,NA,NA,0.0008525,0.0007474,0,0,0,0,NA,NA
'RFC2',0.144002006,NA,Dom_not_benign,0.104%,0.297%,ctrl,0,NA,NA,NA,NA,NA,2,1171,14,4000,0,251,0,789,1,1449,5,1597,NA,NA,NA,NA,0.0017,0.0035,0,0,0.000689655,0.003121099,NA,NA
'RFC2',0.837264223,0.753645719,Dom_coding,0.278%,0.343%,ctrl,0,NA,NA,NA,NA,NA,4,1169,15,3999,0,251,2,787,4,1446,5,1597,NA,NA,NA,NA,0.0034,0.0037,0,0.0025,0.002758621,0.003121099,NA,NA
'RFC2',1,NA,Dom_LoF,0.070%,0.078%,ctrl,0,NA,NA,NA,NA,NA,1,1172,3,4011,0,251,0,789,1,1449,2,1600,NA,NA,NA,NA,0.0008525,0.0007474,0,0,0.000689655,0.001248439,NA,NA
'RFC3',0.083115126,0.347551426,Dom_not_benign,0.348%,0.172%,case,1,NA,NA,NA,NA,NA,7,1166,7,4007,0,251,1,788,3,1447,3,1599,NA,NA,NA,NA,0.006,0.0017,0,0.0013,0.002068966,0.001872659,NA,NA
'RFC3',0.572984698,0.100422988,Dom_coding,0.452%,0.343%,case,0,NA,NA,NA,NA,NA,8,1165,11,4003,0,251,3,786,5,1445,8,1594,NA,NA,NA,NA,0.0068,0.0027,0,0.0038,0.003448276,0.004993758,NA,NA
'RFC3',0.512881843,NA,Dom_LoF,0.000%,0.031%,ctrl,0,NA,NA,NA,NA,NA,0,1173,0,4014,0,251,1,788,0,1450,1,1601,NA,NA,NA,NA,0,0,0,0.0013,0,0.00062422,NA,NA
'RFC4',0.050603949,0.867394695,Dom_coding,0.765%,0.375%,case,1,NA,NA,NA,NA,NA,7,1166,12,4002,2,249,5,784,13,1437,7,1595,NA,NA,NA,NA,0.006,0.003,0.008,0.0063,0.008965517,0.004369538,NA,NA
'RFC4',0.169486065,0.733432192,Dom_not_benign,0.383%,0.187%,case,1,NA,NA,NA,NA,NA,4,1169,5,4009,1,250,3,786,6,1444,4,1598,NA,NA,NA,NA,0.0034,0.0012,0.004,0.0038,0.004137931,0.002496879,NA,NA
'RFC4',1,NA,Dom_LoF,0.035%,0.062%,ctrl,0,NA,NA,NA,NA,NA,0,1173,3,4011,1,250,1,788,0,1450,0,1602,NA,NA,NA,NA,0,0.0007474,0.004,0.0013,0,0,NA,NA
'RFC5',0.163682612,0.344344912,Dom_not_benign,0.278%,0.125%,case,0,NA,NA,NA,NA,NA,1,1172,5,4009,2,249,2,787,5,1445,1,1601,NA,NA,NA,NA,0.0008525,0.0012,0.008,0.0025,0.003448276,0.00062422,NA,NA
'RFC5',0.412909863,NA,Dom_LoF,0.035%,0.016%,case,0,NA,NA,NA,NA,NA,0,1173,1,4013,1,250,0,789,0,1450,0,1602,NA,NA,NA,NA,0,0.0002491,0.004,0,0,0,NA,NA
