Gene_Name,3groupCMHexact_pvalue,3groupbreslowday_pvalue,Model,3groupcasefreq,3groupctrlfreq,3groupenrichmentdirection,1ifbothdukeandha_showcaseenrichment,4groupCMHexact_pvalue,4groupbreslowday_pvalue,4groupcasefreq,4groupctrlfreq,4groupdirection,CarrierCaseDuke,NonCarrierCaseDuke,CarrierCtrlDuke,NonCarrierCtrlDuke,CarrierCaseStanfordMcGill,NonCarrierCaseStanfordMcGill,CarrierCtrlStanfordMcGill,NonCarrierCtrlStanfordMcGill,CarrierCaseHudsonAlpha,NonCarrierCaseHudsonAlpha,CarrierCtrlHudsonAlpha,NonCarrierCtrlHudsonAlpha,CarrierCaseReplication,NonCarrierCaseReplication,CarrierCtrlReplication,NonCarrierCtrlReplication,CaseFreqDuke,CtrlFreqDuke,CaseFreqStanfordMcGill,CtrlFreqStanfordMcGill,CaseFreqHudsonAlpha,CtrlFreqHudsonAlpha,CaseFreqReplication,CtrlFreqReplication
'ABCA1',0.514249352,0.217902621,Dom_not_benign,0.870%,0.796%,case,0,NA,NA,NA,NA,NA,13,1160,38,3976,3,248,2,787,9,1441,11,1591,NA,NA,NA,NA,0.0111,0.0095,0.012,0.0025,0.006206897,0.006866417,NA,NA
'ABCA1',0.513639048,NA,Rec_not_benign,0.000%,0.031%,ctrl,0,NA,NA,NA,NA,NA,0,1173,1,4013,0,251,0,789,0,1450,1,1601,NA,NA,NA,NA,0,0.0002491,0,0,0,0.00062422,NA,NA
'ABCA1',0.923267971,0.128621921,Dom_coding,1.461%,1.514%,ctrl,0,NA,NA,NA,NA,NA,20,1153,67,3947,6,245,7,782,16,1434,23,1579,NA,NA,NA,NA,0.0171,0.0167,0.0239,0.0089,0.01103448,0.01435705,NA,NA
'ABCA1',1,0.056666097,Rec_coding,0.209%,0.250%,ctrl,0,NA,NA,NA,NA,NA,4,1169,11,4003,1,250,0,789,1,1449,5,1597,NA,NA,NA,NA,0.0034,0.0027,0.004,0,0.000689655,0.003121099,NA,NA
'ABCA10',1,0.107507522,Rec_not_benign,0.139%,0.109%,case,0,NA,NA,NA,NA,NA,2,1171,1,4013,0,251,2,787,2,1448,4,1598,NA,NA,NA,NA,0.0017,0.0002491,0,0.0025,0.00137931,0.002496879,NA,NA
'ABCA10',0.14707239,0.531288618,Dom_LoF,0.070%,0.187%,ctrl,0,NA,NA,NA,NA,NA,0,1173,7,4007,0,251,1,788,2,1448,4,1598,NA,NA,NA,NA,0,0.0017,0,0.0013,0.00137931,0.002496879,NA,NA
'ABCA10',0.228760667,0.660238379,Dom_coding,1.183%,1.374%,ctrl,0,NA,NA,NA,NA,NA,12,1161,48,3966,3,248,8,781,19,1431,32,1570,NA,NA,NA,NA,0.0102,0.012,0.012,0.0101,0.01310345,0.01997503,NA,NA
'ABCA10',0.439694913,0.940827659,Dom_not_benign,0.731%,0.796%,ctrl,0,NA,NA,NA,NA,NA,6,1167,27,3987,2,249,6,783,13,1437,18,1584,NA,NA,NA,NA,0.0051,0.0067,0.008,0.0076,0.008965517,0.01123596,NA,NA
'ABCA10',1,0.516002735,Rec_coding,0.244%,0.265%,ctrl,0,NA,NA,NA,NA,NA,4,1169,10,4004,0,251,3,786,3,1447,4,1598,NA,NA,NA,NA,0.0034,0.0025,0,0.0038,0.002068966,0.002496879,NA,NA
'ABCA12',0.612451896,0.5557869,Rec_not_benign,0.070%,0.047%,case,1,NA,NA,NA,NA,NA,1,1172,2,4012,0,251,1,788,1,1449,0,1602,NA,NA,NA,NA,0.0008525,0.0004983,0,0.0013,0.000689655,0,NA,NA
'ABCA12',0.741022559,0.641553887,Dom_not_benign,1.183%,1.093%,case,1,NA,NA,NA,NA,NA,15,1158,42,3972,2,249,11,778,17,1433,17,1585,NA,NA,NA,NA,0.0128,0.0105,0.008,0.0139,0.01172414,0.01061174,NA,NA
'ABCA12',0.881375964,0.879115806,Rec_coding,0.626%,0.609%,case,0,NA,NA,NA,NA,NA,7,1166,26,3988,2,249,5,784,9,1441,8,1594,NA,NA,NA,NA,0.006,0.0065,0.008,0.0063,0.006206897,0.004993758,NA,NA
'ABCA12',0.669926597,0.810317844,Dom_coding,1.775%,1.936%,ctrl,0,NA,NA,NA,NA,NA,21,1152,75,3939,4,247,19,770,26,1424,30,1572,NA,NA,NA,NA,0.0179,0.0187,0.0159,0.0241,0.01793103,0.01872659,NA,NA
'ABCA12',0.781690305,0.321805474,Dom_LoF,0.139%,0.172%,ctrl,0,NA,NA,NA,NA,NA,2,1171,6,4008,1,250,1,788,1,1449,4,1598,NA,NA,NA,NA,0.0017,0.0015,0.004,0.0013,0.000689655,0.002496879,NA,NA
'ABCA13',0.802090842,0.575873534,Dom_not_benign,1.949%,1.920%,case,0,NA,NA,NA,NA,NA,20,1153,86,3928,1,250,2,787,35,1415,35,1567,NA,NA,NA,NA,0.0171,0.0214,0.004,0.0025,0.02413793,0.02184769,NA,NA
'ABCA13',1,0.782687003,Dom_coding,3.793%,3.763%,case,0,NA,NA,NA,NA,NA,49,1124,176,3838,1,250,5,784,59,1391,60,1542,NA,NA,NA,NA,0.0418,0.0438,0.004,0.0063,0.04068966,0.03745318,NA,NA
'ABCA13',0.010275772,NA,Rec_not_benign,0.174%,0.656%,ctrl,0,NA,NA,NA,NA,NA,4,1169,35,3979,0,251,0,789,1,1449,7,1595,NA,NA,NA,NA,0.0034,0.0087,0,0,0.000689655,0.004369538,NA,NA
'ABCA13',0.161715033,0.693187309,Rec_coding,1.183%,1.920%,ctrl,0,NA,NA,NA,NA,NA,25,1148,105,3909,0,251,1,788,9,1441,17,1585,NA,NA,NA,NA,0.0213,0.0262,0,0.0013,0.006206897,0.01061174,NA,NA
'ABCA13',0.869303047,NA,Dom_LoF,0.452%,0.531%,ctrl,0,NA,NA,NA,NA,NA,8,1165,26,3988,0,251,0,789,5,1445,8,1594,NA,NA,NA,NA,0.0068,0.0065,0,0,0.003448276,0.004993758,NA,NA
'ABCA2',0.290881154,0.573466445,Dom_coding,1.392%,1.124%,case,1,NA,NA,NA,NA,NA,18,1155,41,3973,3,248,12,777,19,1431,19,1583,NA,NA,NA,NA,0.0153,0.0102,0.012,0.0152,0.01310345,0.01186017,NA,NA
'ABCA2',0.545701366,NA,Dom_LoF,0.035%,0.031%,case,0,NA,NA,NA,NA,NA,1,1172,1,4013,0,251,1,788,0,1450,0,1602,NA,NA,NA,NA,0.0008525,0.0002491,0,0.0013,0,0,NA,NA
'ABCA2',0.695571335,NA,Rec_coding,0.104%,0.094%,case,0,NA,NA,NA,NA,NA,3,1170,5,4009,0,251,0,789,0,1450,1,1601,NA,NA,NA,NA,0.0026,0.0012,0,0,0,0.00062422,NA,NA
'ABCA2',0.89064655,0.755991923,Dom_not_benign,0.731%,0.687%,case,0,NA,NA,NA,NA,NA,9,1164,24,3990,2,249,7,782,10,1440,13,1589,NA,NA,NA,NA,0.0077,0.006,0.008,0.0089,0.006896552,0.008114856,NA,NA
'ABCA3',0.150371838,0.938588167,Dom_coding,1.983%,1.546%,case,1,NA,NA,NA,NA,NA,24,1149,66,3948,4,247,8,781,29,1421,25,1577,NA,NA,NA,NA,0.0205,0.0164,0.0159,0.0101,0.02,0.01560549,NA,NA
'ABCA3',0.358849419,0.349209707,Dom_not_benign,0.905%,0.718%,case,1,NA,NA,NA,NA,NA,11,1162,32,3982,0,251,4,785,15,1435,10,1592,NA,NA,NA,NA,0.0094,0.008,0,0.0051,0.01034483,0.006242197,NA,NA
'ABCA3',1,0.24539234,Rec_not_benign,0.070%,0.047%,case,0,NA,NA,NA,NA,NA,0,1173,2,4012,0,251,1,788,2,1448,0,1602,NA,NA,NA,NA,0,0.0004983,0,0.0013,0.00137931,0,NA,NA
'ABCA3',0.280958297,NA,Dom_LoF,0.000%,0.062%,ctrl,0,NA,NA,NA,NA,NA,0,1173,2,4012,0,251,0,789,0,1450,2,1600,NA,NA,NA,NA,0,0.0004983,0,0,0,0.001248439,NA,NA
'ABCA3',0.874686657,0.321311498,Rec_coding,0.522%,0.578%,ctrl,1,NA,NA,NA,NA,NA,9,1164,26,3988,0,251,6,783,6,1444,5,1597,NA,NA,NA,NA,0.0077,0.0065,0,0.0076,0.004137931,0.003121099,NA,NA
'ABCA4',0.75871912,0.201282369,Dom_coding,2.296%,2.295%,case,0,NA,NA,NA,NA,NA,31,1142,86,3928,3,248,12,777,32,1418,49,1553,NA,NA,NA,NA,0.0264,0.0214,0.012,0.0152,0.02206897,0.03058677,NA,NA
'ABCA4',1,0.563033612,Rec_not_benign,0.278%,0.265%,case,0,NA,NA,NA,NA,NA,4,1169,11,4003,1,250,1,788,3,1447,5,1597,NA,NA,NA,NA,0.0034,0.0027,0.004,0.0013,0.002068966,0.003121099,NA,NA
'ABCA4',0.601792583,0.393426825,Dom_not_benign,1.183%,1.233%,ctrl,0,NA,NA,NA,NA,NA,15,1158,44,3970,1,250,8,781,18,1432,27,1575,NA,NA,NA,NA,0.0128,0.011,0.004,0.0101,0.01241379,0.01685393,NA,NA
'ABCA4',0.716698155,0.499448884,Rec_coding,0.939%,0.952%,ctrl,0,NA,NA,NA,NA,NA,14,1159,41,3973,4,247,7,782,9,1441,13,1589,NA,NA,NA,NA,0.0119,0.0102,0.0159,0.0089,0.006206897,0.008114856,NA,NA
'ABCA4',1,NA,Dom_LoF,0.104%,0.125%,ctrl,0,NA,NA,NA,NA,NA,2,1171,6,4008,0,251,0,789,1,1449,2,1600,NA,NA,NA,NA,0.0017,0.0015,0,0,0.000689655,0.001248439,NA,NA
'ABCA5',0.181175664,0.553043969,Rec_coding,0.174%,0.109%,case,1,NA,NA,NA,NA,NA,4,1169,6,4008,0,251,1,788,1,1449,0,1602,NA,NA,NA,NA,0.0034,0.0015,0,0.0013,0.000689655,0,NA,NA
'ABCA5',0.495210001,0.099501797,Dom_LoF,0.139%,0.109%,case,0,NA,NA,NA,NA,NA,4,1169,4,4010,0,251,1,788,0,1450,2,1600,NA,NA,NA,NA,0.0034,0.0009965,0,0.0013,0,0.001248439,NA,NA
'ABCA5',1,0.434042722,Rec_not_benign,0.035%,0.031%,case,0,NA,NA,NA,NA,NA,0,1173,1,4013,0,251,1,788,1,1449,0,1602,NA,NA,NA,NA,0,0.0002491,0,0.0013,0.000689655,0,NA,NA
'ABCA5',0.113867056,0.408033131,Dom_coding,0.905%,1.436%,ctrl,0,NA,NA,NA,NA,NA,13,1160,61,3953,1,250,15,774,12,1438,16,1586,NA,NA,NA,NA,0.0111,0.0152,0.004,0.019,0.008275862,0.009987516,NA,NA
'ABCA5',0.218206016,0.823583257,Dom_not_benign,0.418%,0.640%,ctrl,0,NA,NA,NA,NA,NA,5,1168,22,3992,1,250,8,781,6,1444,11,1591,NA,NA,NA,NA,0.0043,0.0055,0.004,0.0101,0.004137931,0.006866417,NA,NA
'ABCA6',0.675153413,0.187062557,Dom_not_benign,0.731%,0.703%,case,0,NA,NA,NA,NA,NA,8,1165,31,3983,5,246,5,784,8,1442,9,1593,NA,NA,NA,NA,0.0068,0.0077,0.0199,0.0063,0.005517241,0.005617978,NA,NA
'ABCA6',0.598375381,NA,Rec_coding,0.000%,0.078%,ctrl,0,NA,NA,NA,NA,NA,0,1173,1,4013,0,251,4,785,0,1450,0,1602,NA,NA,NA,NA,0,0.0002491,0,0.0051,0,0,NA,NA
'ABCA6',0.758449683,0.163355669,Dom_coding,1.287%,1.343%,ctrl,0,NA,NA,NA,NA,NA,14,1159,57,3957,9,242,13,776,14,1436,16,1586,NA,NA,NA,NA,0.0119,0.0142,0.0359,0.0165,0.009655172,0.009987516,NA,NA
'ABCA6',1,NA,Rec_not_benign,0.000%,0.031%,ctrl,0,NA,NA,NA,NA,NA,0,1173,0,4014,0,251,2,787,0,1450,0,1602,NA,NA,NA,NA,0,0,0,0.0025,0,0,NA,NA
'ABCA7',0.874528426,0.75577752,Dom_coding,2.227%,2.108%,case,0,NA,NA,NA,NA,NA,24,1149,79,3935,4,247,10,779,36,1414,46,1556,NA,NA,NA,NA,0.0205,0.0197,0.0159,0.0127,0.02482759,0.02871411,NA,NA
'ABCA7',1,0.180538065,Dom_not_benign,1.531%,1.374%,case,0,NA,NA,NA,NA,NA,18,1155,47,3967,4,247,7,782,22,1428,34,1568,NA,NA,NA,NA,0.0153,0.0117,0.0159,0.0089,0.01517241,0.02122347,NA,NA
'ABCA7',1,0.525310387,Dom_LoF,0.348%,0.328%,case,0,NA,NA,NA,NA,NA,3,1170,15,3999,1,250,1,788,6,1444,5,1597,NA,NA,NA,NA,0.0026,0.0037,0.004,0.0013,0.004137931,0.003121099,NA,NA
'ABCA7',1,NA,Rec_not_benign,0.174%,0.141%,case,0,NA,NA,NA,NA,NA,2,1171,5,4009,0,251,0,789,3,1447,4,1598,NA,NA,NA,NA,0.0017,0.0012,0,0,0.002068966,0.002496879,NA,NA
'ABCA7',1,0.702713941,Rec_coding,0.418%,0.484%,ctrl,0,NA,NA,NA,NA,NA,7,1166,22,3992,1,250,2,787,4,1446,7,1595,NA,NA,NA,NA,0.006,0.0055,0.004,0.0025,0.002758621,0.004369538,NA,NA
'ABCA8',0.235188655,0.12198134,Dom_not_benign,0.626%,0.827%,ctrl,0,NA,NA,NA,NA,NA,3,1170,35,3979,2,249,4,785,13,1437,14,1588,NA,NA,NA,NA,0.0026,0.0087,0.008,0.0051,0.008965517,0.008739076,NA,NA
'ABCA8',0.649245029,0.258300924,Rec_coding,0.209%,0.281%,ctrl,0,NA,NA,NA,NA,NA,1,1172,13,4001,1,250,1,788,4,1446,4,1598,NA,NA,NA,NA,0.0008525,0.0032,0.004,0.0013,0.002758621,0.002496879,NA,NA
'ABCA8',0.670445347,0.521658939,Rec_not_benign,0.035%,0.094%,ctrl,0,NA,NA,NA,NA,NA,0,1173,4,4010,0,251,1,788,1,1449,1,1601,NA,NA,NA,NA,0,0.0009965,0,0.0013,0.000689655,0.00062422,NA,NA
'ABCA8',0.762669784,0.441264072,Dom_LoF,0.104%,0.172%,ctrl,0,NA,NA,NA,NA,NA,1,1172,8,4006,1,250,1,788,1,1449,2,1600,NA,NA,NA,NA,0.0008525,0.002,0.004,0.0013,0.000689655,0.001248439,NA,NA
'ABCA8',0.772650875,0.492457262,Dom_coding,1.392%,1.499%,ctrl,0,NA,NA,NA,NA,NA,14,1159,65,3949,4,247,10,779,22,1428,21,1581,NA,NA,NA,NA,0.0119,0.0162,0.0159,0.0127,0.01517241,0.01310861,NA,NA
'ABCA9',0.372842976,0.130526794,Dom_LoF,0.348%,0.219%,case,0,NA,NA,NA,NA,NA,2,1171,10,4004,0,251,2,787,8,1442,2,1600,NA,NA,NA,NA,0.0017,0.0025,0,0.0025,0.005517241,0.001248439,NA,NA
'ABCA9',1,0.514964991,Dom_coding,1.392%,1.343%,case,0,NA,NA,NA,NA,NA,13,1160,57,3957,3,248,6,783,24,1426,23,1579,NA,NA,NA,NA,0.0111,0.0142,0.012,0.0076,0.01655172,0.01435705,NA,NA
'ABCA9',0.673939472,0.427219498,Rec_coding,0.209%,0.390%,ctrl,0,NA,NA,NA,NA,NA,4,1169,18,3996,1,250,7,782,1,1449,0,1602,NA,NA,NA,NA,0.0034,0.0045,0.004,0.0089,0.000689655,0,NA,NA
'ABCA9',0.891462094,0.148493812,Dom_not_benign,0.696%,0.734%,ctrl,0,NA,NA,NA,NA,NA,5,1168,32,3982,1,250,6,783,14,1436,9,1593,NA,NA,NA,NA,0.0043,0.008,0.004,0.0076,0.009655172,0.005617978,NA,NA
'ABCA9',1,NA,Rec_not_benign,0.000%,0.031%,ctrl,0,NA,NA,NA,NA,NA,0,1173,1,4013,0,251,1,788,0,1450,0,1602,NA,NA,NA,NA,0,0.0002491,0,0.0013,0,0,NA,NA
'ABCB1',0.101344267,0.287554104,Dom_not_benign,0.731%,0.359%,case,1,NA,NA,NA,NA,NA,9,1164,11,4003,0,251,1,788,12,1438,11,1591,NA,NA,NA,NA,0.0077,0.0027,0,0.0013,0.008275862,0.006866417,NA,NA
'ABCB1',0.35440957,0.730438914,Dom_coding,1.218%,0.859%,case,1,NA,NA,NA,NA,NA,12,1161,28,3986,3,248,6,783,20,1430,21,1581,NA,NA,NA,NA,0.0102,0.007,0.012,0.0076,0.0137931,0.01310861,NA,NA
'ABCB1',0.416724053,NA,Dom_LoF,0.139%,0.047%,case,1,NA,NA,NA,NA,NA,2,1171,1,4013,0,251,0,789,2,1448,2,1600,NA,NA,NA,NA,0.0017,0.0002491,0,0,0.00137931,0.001248439,NA,NA
'ABCB1',1,0.496880334,Rec_coding,0.070%,0.078%,ctrl,0,NA,NA,NA,NA,NA,1,1172,4,4010,0,251,1,788,1,1449,0,1602,NA,NA,NA,NA,0.0008525,0.0009965,0,0.0013,0.000689655,0,NA,NA
'ABCB10',0.354915526,0.108235924,Dom_not_benign,0.348%,0.187%,case,0,NA,NA,NA,NA,NA,2,1171,7,4007,2,249,0,789,6,1444,5,1597,NA,NA,NA,NA,0.0017,0.0017,0.008,0,0.004137931,0.003121099,NA,NA
'ABCB10',0.730225787,0.052419969,Dom_coding,0.487%,0.422%,case,0,NA,NA,NA,NA,NA,5,1168,19,3995,2,249,0,789,7,1443,8,1594,NA,NA,NA,NA,0.0043,0.0047,0.008,0,0.004827586,0.004993758,NA,NA
'ABCB10',1,NA,Dom_LoF,0.035%,0.031%,case,0,NA,NA,NA,NA,NA,0,1173,0,4014,0,251,0,789,1,1449,2,1600,NA,NA,NA,NA,0,0,0,0,0.000689655,0.001248439,NA,NA
'ABCB11',0.604810063,NA,Dom_LoF,0.070%,0.031%,case,1,NA,NA,NA,NA,NA,1,1172,1,4013,0,251,0,789,1,1449,1,1601,NA,NA,NA,NA,0.0008525,0.0002491,0,0,0.000689655,0.00062422,NA,NA
'ABCB11',0.656880892,NA,Rec_coding,0.070%,0.047%,case,0,NA,NA,NA,NA,NA,0,1173,3,4011,0,251,0,789,2,1448,0,1602,NA,NA,NA,NA,0,0.0007474,0,0,0.00137931,0,NA,NA
'ABCB11',0.800025939,0.80442112,Dom_coding,0.905%,0.781%,case,0,NA,NA,NA,NA,NA,11,1162,31,3983,1,250,2,787,14,1436,17,1585,NA,NA,NA,NA,0.0094,0.0077,0.004,0.0025,0.009655172,0.01061174,NA,NA
'ABCB11',0.207694147,0.117502016,Dom_not_benign,0.418%,0.562%,ctrl,0,NA,NA,NA,NA,NA,6,1167,19,3995,1,250,1,788,5,1445,16,1586,NA,NA,NA,NA,0.0051,0.0047,0.004,0.0013,0.003448276,0.009987516,NA,NA
'ABCB4',0.076970089,0.578906521,Dom_coding,0.626%,0.921%,ctrl,0,NA,NA,NA,NA,NA,4,1169,35,3979,1,250,5,784,13,1437,19,1583,NA,NA,NA,NA,0.0034,0.0087,0.004,0.0063,0.008965517,0.01186017,NA,NA
'ABCB4',0.166397868,0.438027343,Dom_not_benign,0.313%,0.500%,ctrl,0,NA,NA,NA,NA,NA,2,1171,21,3993,0,251,2,787,7,1443,9,1593,NA,NA,NA,NA,0.0017,0.0052,0,0.0025,0.004827586,0.005617978,NA,NA
'ABCB4',0.513639048,NA,Rec_coding,0.000%,0.031%,ctrl,0,NA,NA,NA,NA,NA,0,1173,1,4013,0,251,0,789,0,1450,1,1601,NA,NA,NA,NA,0,0.0002491,0,0,0,0.00062422,NA,NA
'ABCB4',1,0.343344859,Dom_LoF,0.035%,0.047%,ctrl,0,NA,NA,NA,NA,NA,0,1173,2,4012,0,251,1,788,1,1449,0,1602,NA,NA,NA,NA,0,0.0004983,0,0.0013,0.000689655,0,NA,NA
'ABCB5',0.019167485,0.094604269,Rec_coding,0.383%,0.141%,case,0,NA,NA,NA,NA,NA,8,1165,4,4010,1,250,2,787,2,1448,3,1599,NA,NA,NA,NA,0.0068,0.0009965,0.004,0.0025,0.00137931,0.001872659,NA,NA
'ABCB5',0.676313797,NA,Rec_not_benign,0.104%,0.047%,case,1,NA,NA,NA,NA,NA,1,1172,1,4013,0,251,0,789,2,1448,2,1600,NA,NA,NA,NA,0.0008525,0.0002491,0,0,0.00137931,0.001248439,NA,NA
'ABCB5',0.076698241,0.219190572,Dom_LoF,0.139%,0.328%,ctrl,0,NA,NA,NA,NA,NA,0,1173,11,4003,1,250,2,787,3,1447,8,1594,NA,NA,NA,NA,0,0.0027,0.004,0.0025,0.002068966,0.004993758,NA,NA
'ABCB5',0.207435409,0.380535152,Dom_coding,1.183%,1.608%,ctrl,0,NA,NA,NA,NA,NA,18,1155,63,3951,2,249,15,774,14,1436,25,1577,NA,NA,NA,NA,0.0153,0.0157,0.008,0.019,0.009655172,0.01560549,NA,NA
'ABCB5',0.535756788,0.887468291,Dom_not_benign,0.765%,0.952%,ctrl,0,NA,NA,NA,NA,NA,10,1163,37,3977,2,249,10,779,10,1440,14,1588,NA,NA,NA,NA,0.0085,0.0092,0.008,0.0127,0.006896552,0.008739076,NA,NA
'ABCB6',0.017529724,0.513739374,Rec_coding,0.348%,0.156%,case,1,NA,NA,NA,NA,NA,4,1169,7,4007,4,247,3,786,2,1448,0,1602,NA,NA,NA,NA,0.0034,0.0017,0.0159,0.0038,0.00137931,0,NA,NA
'ABCB6',0.129454193,NA,Rec_not_benign,0.139%,0.078%,case,0,NA,NA,NA,NA,NA,4,1169,3,4011,0,251,2,787,0,1450,0,1602,NA,NA,NA,NA,0.0034,0.0007474,0,0.0025,0,0,NA,NA
'ABCB6',0.756618382,0.776948936,Dom_not_benign,0.522%,0.546%,ctrl,0,NA,NA,NA,NA,NA,5,1168,18,3996,1,250,7,782,9,1441,10,1592,NA,NA,NA,NA,0.0043,0.0045,0.004,0.0089,0.006206897,0.006242197,NA,NA
'ABCB6',1,0.992823184,Dom_coding,1.009%,1.030%,ctrl,0,NA,NA,NA,NA,NA,12,1161,41,3973,3,248,10,779,14,1436,15,1587,NA,NA,NA,NA,0.0102,0.0102,0.012,0.0127,0.009655172,0.009363296,NA,NA
'ABCB6',1,0.555907745,Dom_LoF,0.139%,0.141%,ctrl,0,NA,NA,NA,NA,NA,2,1171,4,4010,0,251,2,787,2,1448,3,1599,NA,NA,NA,NA,0.0017,0.0009965,0,0.0025,0.00137931,0.001872659,NA,NA
'ABCB7',0.123630955,0.470715567,Rec_coding,0.070%,0.281%,ctrl,0,NA,NA,NA,NA,NA,2,1171,12,4002,0,251,4,785,0,1450,2,1600,NA,NA,NA,NA,0.0017,0.003,0,0.0051,0,0.001248439,NA,NA
'ABCB7',0.350235774,0.206642254,Dom_coding,0.070%,0.172%,ctrl,0,NA,NA,NA,NA,NA,2,1171,6,4008,0,251,1,788,0,1450,4,1598,NA,NA,NA,NA,0.0017,0.0015,0,0.0013,0,0.002496879,NA,NA
'ABCB7',0.513639048,NA,Rec_not_benign,0.000%,0.031%,ctrl,0,NA,NA,NA,NA,NA,0,1173,1,4013,0,251,0,789,0,1450,1,1601,NA,NA,NA,NA,0,0.0002491,0,0,0,0.00062422,NA,NA
'ABCB7',1,NA,Dom_not_benign,0.035%,0.047%,ctrl,0,NA,NA,NA,NA,NA,1,1172,2,4012,0,251,1,788,0,1450,0,1602,NA,NA,NA,NA,0.0008525,0.0004983,0,0.0013,0,0,NA,NA
'ABCB8',0.739993566,NA,Dom_LoF,0.139%,0.094%,case,0,NA,NA,NA,NA,NA,2,1171,3,4011,0,251,0,789,2,1448,3,1599,NA,NA,NA,NA,0.0017,0.0007474,0,0,0.00137931,0.001872659,NA,NA
'ABCB8',0.183800711,0.720816303,Dom_not_benign,0.487%,0.640%,ctrl,0,NA,NA,NA,NA,NA,4,1169,22,3992,0,251,3,786,10,1440,16,1586,NA,NA,NA,NA,0.0034,0.0055,0,0.0038,0.006896552,0.009987516,NA,NA
'ABCB8',0.309357401,NA,Rec_coding,0.000%,0.062%,ctrl,0,NA,NA,NA,NA,NA,0,1173,2,4012,0,251,1,788,0,1450,1,1601,NA,NA,NA,NA,0,0.0004983,0,0.0013,0,0.00062422,NA,NA
'ABCB8',0.710899309,0.539507983,Dom_coding,0.835%,0.890%,ctrl,0,NA,NA,NA,NA,NA,10,1163,36,3978,2,249,3,786,12,1438,18,1584,NA,NA,NA,NA,0.0085,0.009,0.008,0.0038,0.008275862,0.01123596,NA,NA
'ABCB9',0.536649185,NA,Dom_LoF,0.035%,0.031%,case,0,NA,NA,NA,NA,NA,1,1172,2,4012,0,251,0,789,0,1450,0,1602,NA,NA,NA,NA,0.0008525,0.0004983,0,0,0,0,NA,NA
'ABCB9',0.87503822,0.484259875,Dom_not_benign,0.557%,0.515%,case,1,NA,NA,NA,NA,NA,7,1166,20,3994,0,251,4,785,9,1441,9,1593,NA,NA,NA,NA,0.006,0.005,0,0.0051,0.006206897,0.005617978,NA,NA
'ABCB9',1,0.710145387,Dom_coding,0.765%,0.812%,ctrl,1,NA,NA,NA,NA,NA,11,1162,34,3980,1,250,7,782,10,1440,11,1591,NA,NA,NA,NA,0.0094,0.0085,0.004,0.0089,0.006896552,0.006866417,NA,NA
'ABCC1',0.22969265,0.983935505,Dom_coding,1.566%,1.265%,case,1,NA,NA,NA,NA,NA,19,1154,51,3963,4,247,11,778,22,1428,19,1583,NA,NA,NA,NA,0.0162,0.0127,0.0159,0.0139,0.01517241,0.01186017,NA,NA
'ABCC1',0.361147019,0.939233474,Dom_not_benign,0.939%,0.703%,case,1,NA,NA,NA,NA,NA,9,1164,26,3988,3,248,6,783,15,1435,13,1589,NA,NA,NA,NA,0.0077,0.0065,0.012,0.0076,0.01034483,0.008114856,NA,NA
'ABCC1',1,NA,Rec_not_benign,0.070%,0.047%,case,0,NA,NA,NA,NA,NA,0,1173,0,4014,1,250,0,789,1,1449,3,1599,NA,NA,NA,NA,0,0,0.004,0,0.000689655,0.001872659,NA,NA
'ABCC1',0.40307138,0.539536412,Rec_coding,0.104%,0.203%,ctrl,0,NA,NA,NA,NA,NA,1,1172,7,4007,1,250,2,787,1,1449,4,1598,NA,NA,NA,NA,0.0008525,0.0017,0.004,0.0025,0.000689655,0.002496879,NA,NA
'ABCC1',1,NA,Dom_LoF,0.000%,0.031%,ctrl,0,NA,NA,NA,NA,NA,0,1173,1,4013,0,251,1,788,0,1450,0,1602,NA,NA,NA,NA,0,0.0002491,0,0.0013,0,0,NA,NA
'ABCC10',0.039841317,0.291156694,Dom_LoF,0.174%,0.031%,case,1,NA,NA,NA,NA,NA,2,1171,1,4013,0,251,1,788,3,1447,0,1602,NA,NA,NA,NA,0.0017,0.0002491,0,0.0013,0.002068966,0,NA,NA
'ABCC10',0.043999145,0.801415828,Dom_not_benign,1.113%,0.781%,case,1,NA,NA,NA,NA,NA,16,1157,31,3983,4,247,11,778,12,1438,8,1594,NA,NA,NA,NA,0.0136,0.0077,0.0159,0.0139,0.008275862,0.004993758,NA,NA
'ABCC10',0.078969812,0.877664193,Dom_coding,1.740%,1.311%,case,1,NA,NA,NA,NA,NA,23,1150,52,3962,5,246,13,776,22,1428,19,1583,NA,NA,NA,NA,0.0196,0.013,0.0199,0.0165,0.01517241,0.01186017,NA,NA
'ABCC10',0.267064579,0.969699195,Rec_coding,0.487%,0.359%,case,1,NA,NA,NA,NA,NA,6,1167,15,3999,2,249,4,785,6,1444,4,1598,NA,NA,NA,NA,0.0051,0.0037,0.008,0.0051,0.004137931,0.002496879,NA,NA
'ABCC10',0.791113267,0.230633885,Rec_not_benign,0.209%,0.187%,case,0,NA,NA,NA,NA,NA,1,1172,9,4005,1,250,2,787,4,1446,1,1601,NA,NA,NA,NA,0.0008525,0.0022,0.004,0.0025,0.002758621,0.00062422,NA,NA
'ABCC11',0.216994507,0.478680407,Dom_coding,1.983%,1.655%,case,0,NA,NA,NA,NA,NA,28,1145,66,3948,5,246,12,777,24,1426,28,1574,NA,NA,NA,NA,0.0239,0.0164,0.0199,0.0152,0.01655172,0.01747815,NA,NA
