gene_left	gene_right	source
UBE2I	SATB1	experimental interaction detection
UBE2I	XPC	inference
UBE2I	POU5F1	inference
UBE2I	MEF2A	experimental interaction detection
UBE2I	SP3	inference
UBE2I	IRF8	inference
UBE2I	MAP2K1	experimental interaction detection
UBE2I	TOP2B	experimental interaction detection
UBE2I	CREM	experimental interaction detection
UBE2I	MECOM	experimental interaction detection
UBE2I	MVK	inference
UBE2I	HSF2	experimental interaction detection
UBE2I	UBXN1	experimental interaction detection
UBE2I	DNM1	experimental interaction detection
UBE2I	ZBTB16	experimental interaction detection
UBE2I	EEF1A2	inference
UBE2I	BTK	inference
UBE2I	PPAT	inference
UBE2I	EXOSC9	experimental interaction detection
UBE2I	MEF2C	experimental interaction detection
UBE2I	POU5F1B	inference
UBE2I	RING1	inference
UBE2I	RAD51	experimental interaction detection
UBE2I	FMR1	experimental interaction detection
UBE2I	SOX4	experimental interaction detection
UBE2I	PPARA	experimental interaction detection
UBE2I	SRSF1	experimental interaction detection
UBE2I	FOXM1	experimental interaction detection
UBE2I	DHX9	experimental interaction detection
UBE2I	GOLGA2	experimental interaction detection
UBE2I	SSRP1	experimental interaction detection
UBE2I	CAMSAP2	experimental interaction detection
UBE2I	EP300	experimental interaction detection
UBE2I	NUP160	inference
UBE2I	SREBF2	experimental interaction detection
UBE2I	TFCP2	experimental interaction detection
UBE2I	CHD3	experimental interaction detection
UBE2I	TP53BP1	inference
UBE2I	TAF10	experimental interaction detection
UBE2I	CSTF3	inference
UBE2I	GRIK2	inference
UBE2I	TRIM32	inference
UBE2I	MKRN3	experimental interaction detection
UBE2I	TRAF3	experimental interaction detection
UBE2I	PAK1	inference
UBE2I	MAP3K1	experimental interaction detection
UBE2I	TRIM28	experimental interaction detection
UBE2I	NR5A1	experimental interaction detection
UBE2I	NMI	experimental interaction detection
UBE2I	ATM	inference
UBE2I	MTA1	experimental interaction detection
UBE2I	PPP2R5C	inference
UBE2I	CTBP1	experimental interaction detection
UBE2I	IKZF1	experimental interaction detection
UBE2I	XRCC4	inference
UBE2I	UNC119	experimental interaction detection
UBE2I	MECOM	experimental interaction detection
UBE2I	SMAD4	experimental interaction detection
UBE2I	BIRC3	experimental interaction detection
UBE2I	HDAC1	experimental interaction detection
UBE2I	TDG	experimental interaction detection
UBE2I	CUL2	inference
UBE2I	CUL4A	inference
UBE2I	CUL4B	inference
UBE2I	PTCH1	inference
UBE2I	FHL3	experimental interaction detection
UBE2I	BLMH	experimental interaction detection
UBE2I	KLF5	experimental interaction detection
UBE2I	GTF2H2	inference
UBE2I	GTF2H3	inference
UBE2I	HNRNPD	experimental interaction detection
UBE2I	TRIM29	experimental interaction detection
UBE2I	BOP1	inference
UBE2I	EIF3A	inference
UBE2I	IKBKE	experimental interaction detection
UBE2I	WRN	inference
UBE2I	FLNC	experimental interaction detection
UBE2I	HIC1	experimental interaction detection
UBE2I	DMC1	inference
UBE2I	MDC1	inference
UBE2I	SMC1A	inference
UBE2I	PDCD11	inference
UBE2I	RFTN1	inference
UBE2I	KCNB1	inference
UBE2I	PPP2R5D	inference
UBE2I	CBX2	inference
UBE2I	GOLGB1	experimental interaction detection
UBE2I	GRM7	inference
UBE2I	GRM4	inference
UBE2I	CHD4	experimental interaction detection
UBE2I	KPNB1	experimental interaction detection
UBE2I	NR1D2	experimental interaction detection
UBE2I	SEPT2	inference
UBE2I	SUZ12	experimental interaction detection
UBE2I	SETDB1	experimental interaction detection
UBE2I	RRS1	inference
UBE2I	PPP2R5A	inference
UBE2I	PPP2R5B	inference
UBE2I	NONO	experimental interaction detection
UBE2I	QPRT	inference
UBE2I	RBBP5	experimental interaction detection
UBE2I	ZMYND11	experimental interaction detection
UBE2I	SYCP1	inference
UBE2I	TAF5	experimental interaction detection
UBE2I	TERF2	experimental interaction detection
UBE2I	MAPRE2	inference
UBE2I	TRIP13	experimental interaction detection
UBE2I	MAPRE1	inference
UBE2I	TSC22D1	experimental interaction detection
UBE2I	NSDHL	inference
UBE2I	CEBPE	experimental interaction detection
UBE2I	UBE2V2	inference
UBE2I	ZYX	experimental interaction detection
UBE2I	HSPB2	experimental interaction detection
UBE2I	SEPT7	inference
UBE2I	UAP1	inference
UBE2I	TAF12	experimental interaction detection
UBE2I	DDB1	inference
UBE2I	PPP2R5E	inference
UBE2I	CDC37	experimental interaction detection
UBE2I	HIF1A	experimental interaction detection
UBE2I	HIST3H3	inference
UBE2I	CPEB4	inference
UBE2I	TSR1	inference
UBE2I	UAP1L1	inference
UBE2I	ARL13B	experimental interaction detection
UBE2I	KLHL12	experimental interaction detection
UBE2I	GLE1	inference
UBE2I	CDCA8	experimental interaction detection
UBE2I	ARL13A	experimental interaction detection
UBE2I	PPM1J	experimental interaction detection
UBE2I	HABP4	experimental interaction detection
UBE2I	NUP188	inference
UBE2I	PDZK1	experimental interaction detection
UBE2I	PHF19	experimental interaction detection
UBE2I	SPECC1L	experimental interaction detection
UBE2I	SUMO4	inference
UBE2I	MRM1	inference
UBE2I	TMEM214	inference
UBE2I	PRPF8	experimental interaction detection
UBE2I	SYCE2	inference
UBE2I	AGTRAP	experimental interaction detection
UBE2I	FAM175A	inference
UBE2I	ATF7IP	experimental interaction detection
UBE2I	TRIM72	experimental interaction detection
UBE2I	RNF111	experimental interaction detection
UBE2I	GTF2H5	inference
UBE2I	KCTD1	experimental interaction detection
UBE2I	SND1	experimental interaction detection
UBE2I	BEND5	experimental interaction detection
UBE2I	SETX	experimental interaction detection
UBE2I	NUP54	inference
UBE2I	RGPD4	inference
UBE2I	RNF144B	experimental interaction detection
UBE2I	CPEB2	inference
UBE2I	RBBP6	experimental interaction detection
UBE2I	KTN1	experimental interaction detection
UBE2I	CHD1L	inference
UBE2I	CARM1	experimental interaction detection
UBE2I	DZIP3	experimental interaction detection
UBE2I	HIPK1	experimental interaction detection
UBE2I	SIAH1	experimental interaction detection
UBE2I	NUDCD3	experimental interaction detection
UBE2I	PHC2	inference
UBE2I	SMC5	inference
UBE2I	SLX4	experimental interaction detection
UBE2I	FANCM	experimental interaction detection
UBE2I	SEPT12	inference
UBE2I	RNF168	inference
UBE2I	PHACTR4	experimental interaction detection
UBE2I	XRN1	inference
UBE2I	SYCP3	inference
UBE2I	SYCE1	inference
UBE2I	EID3	inference
UBE2I	NUP93	experimental interaction detection
UBE2I	PIAS4	experimental interaction detection
UBE2I	STAG2	inference
UBE2I	ZCCHC7	experimental interaction detection
UBE2I	LNX2	experimental interaction detection
UBE2I	RNF10	experimental interaction detection
UBE2I	CDKN2A	experimental interaction detection
UBE2I	NFATC2IP	inference
UBE2I	MAPK1IP1L	experimental interaction detection
UBE2I	SMC1B	inference
UBE2I	TNRC6A	experimental interaction detection
UBE2I	PHC3	inference
UBE2I	CPEB3	inference
UBE2I	NUP43	inference
UBE2I	NUP37	inference
UBE2I	NUP35	experimental interaction detection
UBE2I	PSMA8	inference
UBE2I	SNIP1	experimental interaction detection
UBE2I	ZNF420	experimental interaction detection
UBE2I	DTX3L	experimental interaction detection
UBE2I	DDX54	inference
UBE2I	RNF128	experimental interaction detection
UBE2I	NUP210	experimental interaction detection
UBE2I	COG1	experimental interaction detection
UBE2I	HDAC7	experimental interaction detection
UBE2I	NUP133	inference
UBE2I	NSMCE1	inference
UBE2I	TRIM41	experimental interaction detection
UBE2I	STAG1	inference
UBE2I	HNRNPLL	experimental interaction detection
UBE2I	RNF133	experimental interaction detection
UBE2I	EDARADD	experimental interaction detection
UBE2I	KAT6B	experimental interaction detection
UBE2I	TTN	experimental interaction detection
UBE2I	DDB2	inference
UBE2I	TFAP2B	experimental interaction detection
UBE2I	HSPH1	inference
UBE2I	NUP205	experimental interaction detection
UBE2I	TFAP2C	experimental interaction detection
UBE2I	GTF2H4	inference
UBE2I	CREBBP	experimental interaction detection
UBE2I	SYMPK	experimental interaction detection
UBE2I	CORO2A	experimental interaction detection
UBE2I	KAT2A	experimental interaction detection
UBE2I	TANK	inference
UBE2I	RAD50	inference
UBE2I	UPF1	inference
UBE2I	COPS5	experimental interaction detection
UBE2I	KAT5	experimental interaction detection
UBE2I	STMN2	experimental interaction detection
UBE2I	TRIM63	experimental interaction detection
UBE2I	L3MBTL2	inference
UBE2I	MUL1	experimental interaction detection
UBE2I	C18orf25	experimental interaction detection
UBE2I	SH3KBP1	experimental interaction detection
UBE2I	ELSPBP1	inference
UBE2I	SGK3	inference
UBE2I	ZBTB8A	experimental interaction detection
UBE2I	DCPS	inference
UBE2I	BIRC7	experimental interaction detection
UBE2I	SIRT1	experimental interaction detection
UBE2I	SEH1L	experimental interaction detection
UBE2I	CHFR	experimental interaction detection
UBE2I	PELI1	experimental interaction detection
UBE2I	SCMH1	inference
UBE2I	AURKB	experimental interaction detection
UBE2I	RNF185	experimental interaction detection
UBE2I	DDX27	inference
UBE2I	POM121	inference
UBE2I	SUCLG2	inference
UBE2I	GMCL1	experimental interaction detection
UBE2I	USMG5	inference
UBE2I	EP400	inference
UBE2I	NSMCE2	inference
UBE2I	NSMCE3	inference
UBE2I	NOX5	experimental interaction detection
UBE2I	RBM14	experimental interaction detection
UBE2I	UHRF2	experimental interaction detection
UBE2I	NACC1	experimental interaction detection
UBE2I	UIMC1	experimental interaction detection
UBE2I	WRNIP1	inference
UBE2I	RANBP9	experimental interaction detection
UBE2I	SMC6	inference
UBE2I	TMEM209	experimental interaction detection
UBE2I	NMNAT3	inference
UBE2I	RNF2	inference
UBE2I	PARK7	experimental interaction detection
UBE2I	DNAJC2	inference
UBE2I	NUP88	inference
UBE2I	TSC22D3	experimental interaction detection
UBE2I	TSNAX	experimental interaction detection
UBE2I	EIF3C	inference
UBE2I	RGPD5	inference
UBE2I	GFI1	experimental interaction detection
UBE2I	SEPT5	inference
UBE2I	BARD1	inference
UBE2I	MYD88	inference
UBE2I	ARID3A	experimental interaction detection
UBE2I	AKAP9	inference
UBE2I	MYBBP1A	experimental interaction detection
UBE2I	RHOXF2	experimental interaction detection
UBE2I	AGMAT	inference
UBE2I	BTBD10	inference
UBE2I	NAA11	inference
UBE2I	DIDO1	inference
UBE2I	NDC1	experimental interaction detection
UBE2I	TRAF4	experimental interaction detection
UBE2I	NTMT1	inference
UBE2I	NUP58	inference
UBE2I	GNL3	inference
UBE2I	KIFC1	inference
UBE2I	NUP85	experimental interaction detection
UBE2I	SYCP2	inference
UBE2I	NUSAP1	inference
UBE2I	TEX12	inference
UBE2I	TRIM54	experimental interaction detection
UBE2I	TRIM55	experimental interaction detection
UBE2I	WHSC1L1	experimental interaction detection
UBE2I	GTPBP4	inference
UBE2I	TBL1XR1	experimental interaction detection
UBE2I	NMNAT2	inference
UBE2I	DDX24	experimental interaction detection
UBE2I	NAT10	experimental interaction detection
UBE2I	SLC25A31	inference
UBE2I	TOLLIP	inference
UBE2I	BCL11A	experimental interaction detection
UBE2I	SEMA6A	experimental interaction detection
UBE2I	IKZF4	inference
UBE2I	HIPK2	experimental interaction detection
UBE2I	ZNF106	experimental interaction detection
UBE2I	PNN	experimental interaction detection
UBE2I	TP63	experimental interaction detection
UBE2I	HIPK3	experimental interaction detection
UBE2I	CHMP4B	experimental interaction detection
UBE2I	WNK1	experimental interaction detection
UBE2I	PLK3	inference
UBE2I	HEATR1	inference
UBE2I	NOL6	experimental interaction detection
UBE2I	RPF2	inference
UBE2I	POLR1B	inference
UBE2I	NMNAT1	inference
UBE2I	SMURF2	experimental interaction detection
UBE2I	CACYBP	experimental interaction detection
UBE2I	RC3H2	experimental interaction detection
UBE2I	SGK2	inference
UBE2I	CBX8	inference
UBE2I	SENP2	inference
UBE2I	ZBTB26	experimental interaction detection
UBE2I	CHMP1A	experimental interaction detection
UBE2I	GCM1	experimental interaction detection
UBE2I	BRD7	experimental interaction detection
UBE2I	TCF7L2	experimental interaction detection
UBE2I	KMT5A	experimental interaction detection
UBE2I	PDLIM7	experimental interaction detection
UBE2I	DDX21	experimental interaction detection
UBE2I	TSHZ2	experimental interaction detection
UBE2I	AAAS	experimental interaction detection
UBE2I	TOPORS	experimental interaction detection
UBE2I	RAD18	experimental interaction detection
UBE2I	SALL1	experimental interaction detection
UBE2I	OLA1	inference
UBE2I	DDX19A	inference
UBE2I	TDP1	inference
UBE2I	GNL3L	inference
UBE2I	DDX18	inference
UBE2I	ASF1B	experimental interaction detection
UBE2I	RBM28	inference
UBE2I	ANO10	inference
UBE2I	BABAM1	inference
UBE2I	UCKL1	inference
UBE2I	MARCH5	experimental interaction detection
UBE2I	SMPD4	inference
UBE2I	MCM9	inference
UBE2I	BRE	inference
UBE2I	KCTD5	inference
UBE2I	NSMCE4A	inference
UBE2I	TAB2	experimental interaction detection
UBE2I	PLK2	inference
UBE2I	DTL	experimental interaction detection
UBE2I	EHD3	inference
UBE2I	CHMP5	experimental interaction detection
UBE2I	SENP1	inference
UBE2I	ZNRD1	experimental interaction detection
UBE2I	CEP72	inference
UBE2I	PAK7	inference
UBE2I	EIF2AK4	inference
UBE2I	DNMT3B	experimental interaction detection
UBE2I	SAE1	experimental interaction detection
UBE2I	PPARGC1A	experimental interaction detection
UBE2I	DNAJB11	inference
UBE2I	UBA2	experimental interaction detection
UBE2I	NXF1	experimental interaction detection
UBE2I	ZMYM2	experimental interaction detection
UBE2I	DAXX	experimental interaction detection
UBE2I	ADD3	experimental interaction detection
UBE2I	TBK1	inference
UBE2I	TRPS1	experimental interaction detection
UBE2I	DDX25	inference
UBE2I	USP25	experimental interaction detection
UBE2I	PUF60	experimental interaction detection
UBE2I	DACH1	experimental interaction detection
UBE2I	STAG3	inference
UBE2I	RPS6KA6	experimental interaction detection
UBE2I	GMEB2	inference
UBE2I	CASP8AP2	experimental interaction detection
UBE2I	IKZF3	experimental interaction detection
UBE2I	NUP50	inference
UBE2I	ZHX1	experimental interaction detection
UBE2I	RARRES3	experimental interaction detection
UBE2I	ISY1	experimental interaction detection
UBE2I	CBLC	experimental interaction detection
UBE2I	PLAGL1	experimental interaction detection
UBE2I	DDX19B	inference
UBE2I	CDC14A	inference
UBE2I	PSMD13	inference
UBE2I	TRIM33	experimental interaction detection
UBE2I	MAPRE3	inference
UBE2I	PA2G4	experimental interaction detection
UBE2I	AURKC	inference
UBE2I	SMC3	inference
UBE2I	HDAC5	experimental interaction detection
UBE2I	SCML2	inference
UBE2I	NIP7	inference
UBE2I	RUVBL2	inference
UBE2I	RUVBL1	experimental interaction detection
UBE2I	NUDC	inference
UBE2I	DRG1	experimental interaction detection
UBE2I	ZBTB1	experimental interaction detection
UBE2I	DDX52	inference
UBE2I	KCNIP3	experimental interaction detection
UBE2I	NOP58	experimental interaction detection
UBE2I	SUGT1	inference
UBE2I	GRIP1	experimental interaction detection
UBE2I	WNK2	experimental interaction detection
UBE2I	NOC2L	inference
UBE2I	RWDD3	experimental interaction detection
UBE2I	RAD54L2	experimental interaction detection
UBE2I	ZNF451	experimental interaction detection
UBE2I	TRAF6	experimental interaction detection
UBE2I	RNF115	experimental interaction detection
UBE2I	CD2AP	experimental interaction detection
UBE2I	GMPPB	inference
UBE2I	MAFB	inference
UBE2I	NCOR2	experimental interaction detection
UBE2I	RAD54B	experimental interaction detection
UBE2I	GMEB1	experimental interaction detection
UBE2I	PTCH2	inference
UBE2I	DNMT3A	experimental interaction detection
UBE2I	IKBKG	inference
UBE2I	SETBP1	experimental interaction detection
UBE2I	PIAS3	experimental interaction detection
SEPW1	MOV10	experimental interaction detection
TMSB10	SRPK2	experimental interaction detection
TMSB10	TERF2	experimental interaction detection
TMSB10	CEP170	experimental interaction detection
TMSB10	OTUB1	experimental interaction detection
TMSB10	SCLT1	experimental interaction detection
TMSB10	KRTAP9-2	experimental interaction detection
TMSB10	POT1	experimental interaction detection
TMSB10	TERF2IP	experimental interaction detection
TMSB10	NR2E1	experimental interaction detection
TNNC1	TPM4	inference
TNNC1	MYBPC1	inference
TNNC1	PRKCE	inference
TNNC1	ACTN3	inference
TNNC1	MYBPC2	inference
TNNC1	MYBPC3	inference
TNNC1	HSPB2	inference
TNNC1	RBM15B	experimental interaction detection
TNNC1	TCP10L	experimental interaction detection
TNNC1	TTN	inference
TNNC1	TRIM63	experimental interaction detection
TNNC1	LINC00846	experimental interaction detection
PPP2CA	CSNK2B	experimental interaction detection
PPP2CA	ACTC1	inference
PPP2CA	EEF1A1	inference
PPP2CA	ACTA1	inference
PPP2CA	TUBA1B	inference
PPP2CA	TUBA4A	inference
PPP2CA	TUBB4B	inference
PPP2CA	IGBP1	experimental interaction detection
PPP2CA	CCT2	experimental interaction detection
PPP2CA	PRKDC	experimental interaction detection
PPP2CA	LSM11	inference
PPP2CA	RPL24	inference
PPP2CA	RPL36A	inference
PPP2CA	RPL19	inference
PPP2CA	PPP2R2B	experimental interaction detection
PPP2CA	MAT1A	inference
PPP2CA	CDK6	experimental interaction detection
PPP2CA	MDM2	inference
PPP2CA	SET	inference
PPP2CA	GALK2	inference
PPP2CA	HMGCS1	inference
PPP2CA	PFKP	inference
PPP2CA	KIF23	experimental interaction detection
PPP2CA	HIST1H1A	inference
PPP2CA	RPL18A	inference
PPP2CA	RPL6	inference
PPP2CA	CAV1	experimental interaction detection
PPP2CA	RELA	experimental interaction detection
PPP2CA	GBE1	inference
PPP2CA	EIF4G1	inference
PPP2CA	GRIN1	inference
PPP2CA	EEF1A2	inference
PPP2CA	PRKCD	experimental interaction detection
PPP2CA	DUSP2	inference
PPP2CA	PTPN11	inference
PPP2CA	PPP2R3A	experimental interaction detection
PPP2CA	APLP2	inference
PPP2CA	RING1	inference
PPP2CA	RPL18	inference
PPP2CA	PPID	inference
PPP2CA	RBL2	experimental interaction detection
PPP2CA	VAC14	experimental interaction detection
PPP2CA	NCBP1	inference
PPP2CA	EP300	experimental interaction detection
PPP2CA	KCNMA1	inference
PPP2CA	CDC20	experimental interaction detection
PPP2CA	MYO1E	inference
PPP2CA	STRN3	experimental interaction detection
PPP2CA	CDC16	inference
PPP2CA	ACACA	inference
PPP2CA	PRKAA1	experimental interaction detection
PPP2CA	PPFIA1	experimental interaction detection
PPP2CA	STK3	inference
PPP2CA	GRIN2B	inference
PPP2CA	EIF3I	inference
PPP2CA	PPP2R5C	experimental interaction detection
PPP2CA	TUBB3	inference
PPP2CA	PIN1	inference
PPP2CA	HDAC1	inference
PPP2CA	CUL1	experimental interaction detection
PPP2CA	CUL3	experimental interaction detection
PPP2CA	TUBA3C	inference
PPP2CA	TUBB2A	inference
PPP2CA	CAMK1	experimental interaction detection
PPP2CA	KEAP1	inference
PPP2CA	EIF4A2	inference
PPP2CA	ESPL1	experimental interaction detection
PPP2CA	MDC1	experimental interaction detection
PPP2CA	USP10	inference
PPP2CA	PPP2R5D	experimental interaction detection
PPP2CA	KPNB1	experimental interaction detection
PPP2CA	NR1I3	inference
PPP2CA	SLMAP	experimental interaction detection
PPP2CA	PCM1	experimental interaction detection
PPP2CA	PPP2R5A	experimental interaction detection
PPP2CA	PPP2R5B	experimental interaction detection
PPP2CA	PPP2R4	experimental interaction detection
PPP2CA	RNPS1	inference
PPP2CA	ZMYND11	inference
PPP2CA	PPP1R7	inference
PPP2CA	TRIP13	experimental interaction detection
PPP2CA	TWIST1	experimental interaction detection
PPP2CA	NPTX1	experimental interaction detection
PPP2CA	NEDD8	experimental interaction detection
PPP2CA	CCDC6	experimental interaction detection
PPP2CA	PPP2R5E	experimental interaction detection
PPP2CA	DPYSL2	inference
PPP2CA	CCNG2	experimental interaction detection
PPP2CA	HIST2H2AC	inference
PPP2CA	FOXD4L6	experimental interaction detection
PPP2CA	TUBB8	inference
PPP2CA	SGO2	experimental interaction detection
PPP2CA	SGO1	experimental interaction detection
PPP2CA	PPM1J	inference
PPP2CA	NHSL1	inference
PPP2CA	CPSF3L	experimental interaction detection
PPP2CA	DDI2	inference
PPP2CA	PRR14L	experimental interaction detection
PPP2CA	STRIP1	experimental interaction detection
PPP2CA	CEP350	experimental interaction detection
PPP2CA	IER5	experimental interaction detection
PPP2CA	PPP2R2D	experimental interaction detection
PPP2CA	RPGRIP1L	inference
PPP2CA	NXN	inference
PPP2CA	SUMO4	inference
PPP2CA	HIST2H2AA3	inference
PPP2CA	EIF5AL1	inference
PPP2CA	CDC73	inference
PPP2CA	PKN3	experimental interaction detection
PPP2CA	INTS5	experimental interaction detection
PPP2CA	TUBA3E	inference
PPP2CA	LRFN4	experimental interaction detection
PPP2CA	CORO6	inference
PPP2CA	SMARCD3	inference
PPP2CA	DHRS11	inference
PPP2CA	UNC5D	inference
PPP2CA	FAT4	inference
PPP2CA	UNC5A	inference
PPP2CA	PAXIP1	experimental interaction detection
PPP2CA	TUBA1A	inference
PPP2CA	ERN2	inference
PPP2CA	HIST3H2A	inference
PPP2CA	BRAP	inference
PPP2CA	KCTD20	inference
PPP2CA	SMG6	inference
PPP2CA	DTX2	inference
PPP2CA	ANKLE2	experimental interaction detection
PPP2CA	DTX1	inference
PPP2CA	HIST2H2AB	inference
PPP2CA	LACC1	experimental interaction detection
PPP2CA	ERI1	inference
PPP2CA	KSR1	inference
PPP2CA	GSPT2	inference
PPP2CA	FANCM	inference
PPP2CA	XRN1	experimental interaction detection
PPP2CA	UNC5B	experimental interaction detection
PPP2CA	PGAM4	inference
PPP2CA	AHI1	experimental interaction detection
PPP2CA	INTS1	experimental interaction detection
PPP2CA	FBXL16	inference
PPP2CA	ZCCHC9	inference
PPP2CA	ZNF114	experimental interaction detection
PPP2CA	C1orf131	inference
PPP2CA	FLAD1	inference
PPP2CA	DDX55	inference
PPP2CA	THOC2	inference
PPP2CA	RP9	experimental interaction detection
PPP2CA	PSMA8	inference
PPP2CA	KIAA1524	inference
PPP2CA	IPO4	inference
PPP2CA	PPP4R1	experimental interaction detection
PPP2CA	DDI1	inference
PPP2CA	HDAC7	experimental interaction detection
PPP2CA	DNAJA4	inference
PPP2CA	ING5	inference
PPP2CA	ATG4A	inference
PPP2CA	CTTNBP2	experimental interaction detection
PPP2CA	CCT6B	inference
PPP2CA	SMG7	inference
PPP2CA	HSPH1	inference
PPP2CA	USP6NL	inference
PPP2CA	CORO2A	inference
PPP2CA	UPF1	inference
PPP2CA	SMARCD2	inference
PPP2CA	USP7	experimental interaction detection
PPP2CA	CUL5	experimental interaction detection
PPP2CA	HIST1H2AC	inference
PPP2CA	KISS1R	experimental interaction detection
PPP2CA	NKD1	experimental interaction detection
PPP2CA	MAGOHB	inference
PPP2CA	INTS12	experimental interaction detection
PPP2CA	DNAJA3	inference
PPP2CA	SDSL	inference
PPP2CA	AURKB	experimental interaction detection
PPP2CA	SMARCD1	inference
PPP2CA	AHCYL2	inference
PPP2CA	INTS4	experimental interaction detection
PPP2CA	HES6	inference
PPP2CA	VPS39	inference
PPP2CA	ZFP91	inference
PPP2CA	HIST1H2AH	inference
PPP2CA	KLHL15	experimental interaction detection
PPP2CA	MBOAT7	inference
PPP2CA	HIST1H2AA	inference
PPP2CA	CIC	inference
PPP2CA	PSMB7	inference
PPP2CA	RNF2	inference
PPP2CA	HIST1H4G	inference
PPP2CA	MAP3K3	experimental interaction detection
PPP2CA	CCT7	experimental interaction detection
PPP2CA	PRMT1	inference
PPP2CA	HIST1H2AJ	inference
PPP2CA	CORO1B	inference
PPP2CA	SIKE1	experimental interaction detection
PPP2CA	BTBD10	inference
PPP2CA	H2AFJ	inference
PPP2CA	TBCD	experimental interaction detection
PPP2CA	MKNK1	experimental interaction detection
PPP2CA	TUBB6	inference
PPP2CA	PDCD10	experimental interaction detection
PPP2CA	TUBB2B	inference
PPP2CA	MLST8	inference
PPP2CA	TMEM109	inference
PPP2CA	PRR14	experimental interaction detection
PPP2CA	CARD11	experimental interaction detection
PPP2CA	RTFDC1	inference
PPP2CA	MRPS26	experimental interaction detection
PPP2CA	UPF3B	inference
PPP2CA	TBL1XR1	inference
PPP2CA	TRIM5	inference
PPP2CA	UNK	experimental interaction detection
PPP2CA	AMBRA1	experimental interaction detection
PPP2CA	POLR2J2	inference
PPP2CA	SENP6	inference
PPP2CA	EIF5A2	inference
PPP2CA	SLC25A31	inference
PPP2CA	INTS2	experimental interaction detection
PPP2CA	RACGAP1	experimental interaction detection
PPP2CA	SIK2	experimental interaction detection
PPP2CA	GABARAPL1	experimental interaction detection
PPP2CA	UPF3A	inference
PPP2CA	GOLPH3L	inference
PPP2CA	GOLPH3	inference
PPP2CA	TUBB1	inference
PPP2CA	TFB2M	inference
PPP2CA	NO66	inference
PPP2CA	DOCK5	experimental interaction detection
PPP2CA	ECT2	experimental interaction detection
PPP2CA	POLR1B	inference
PPP2CA	UPF2	inference
PPP2CA	SMURF1	experimental interaction detection
PPP2CA	GOPC	inference
PPP2CA	ISYNA1	experimental interaction detection
PPP2CA	KMT5A	inference
PPP2CA	ACSS2	inference
PPP2CA	PRMT8	inference
PPP2CA	STRN4	experimental interaction detection
PPP2CA	HELLS	inference
PPP2CA	ACSS1	inference
PPP2CA	SERTAD4	experimental interaction detection
PPP2CA	INTS9	experimental interaction detection
PPP2CA	FGFR1OP2	experimental interaction detection
PPP2CA	INTS10	experimental interaction detection
PPP2CA	RBM22	inference
PPP2CA	MRPL22	inference
PPP2CA	TUBA8	experimental interaction detection
PPP2CA	RRN3	inference
PPP2CA	PSENEN	inference
PPP2CA	SCHIP1	experimental interaction detection
PPP2CA	STK26	experimental interaction detection
PPP2CA	CTTNBP2NL	experimental interaction detection
PPP2CA	DEC1	experimental interaction detection
PPP2CA	RPS6KB2	experimental interaction detection
PPP2CA	SS18L2	inference
PPP2CA	LCMT1	experimental interaction detection
PPP2CA	GGA1	inference
PPP2CA	MYO15A	inference
PPP2CA	INTS6	experimental interaction detection
PPP2CA	ZNF346	experimental interaction detection
PPP2CA	STRIP2	experimental interaction detection
PPP2CA	CORO1C	inference
PPP2CA	SSR3	inference
PPP2CA	PPIE	inference
PPP2CA	CEP131	experimental interaction detection
PPP2CA	SMG5	inference
PPP2CA	CORO2B	inference
PPP2CA	HDAC5	experimental interaction detection
PPP2CA	TRAF3IP3	experimental interaction detection
PPP2CA	RUVBL2	inference
PPP2CA	AKT3	inference
PPP2CA	RUVBL1	inference
PPP2CA	VDAC3	inference
PPP2CA	DTX4	inference
PPP2CA	MRPS7	inference
PPP2CA	PPP2R2C	experimental interaction detection
PPP2CA	NOSIP	experimental interaction detection
PPP2CA	MOB4	experimental interaction detection
PPP2CA	RPL36	inference
PPP2CA	ATG4B	inference
PPP2CA	PPME1	experimental interaction detection
PPP2CA	CTDP1	experimental interaction detection
PPP2CA	ATP6V1D	experimental interaction detection
PPP2CA	GMPPB	inference
PPP2CA	PPP2R3B	experimental interaction detection
PPP2CA	RBM8A	inference
PPP2CA	STK24	experimental interaction detection
PPP2CA	IKBKG	experimental interaction detection
PPP2CA	SETBP1	experimental interaction detection
YBX1	EEF1A1	experimental interaction detection
YBX1	ACTA1	inference
YBX1	CSNK2A1	experimental interaction detection
YBX1	SRPK2	experimental interaction detection
YBX1	MRPS22	experimental interaction detection
YBX1	MRPS35	inference
YBX1	MRPS5	experimental interaction detection
YBX1	MRPS34	inference
YBX1	TXNL4A	inference
YBX1	CBX1	inference
YBX1	SRSF3	inference
YBX1	PPP2R2B	experimental interaction detection
YBX1	HDLBP	experimental interaction detection
YBX1	PURA	experimental interaction detection
YBX1	HNRNPU	experimental interaction detection
YBX1	U2AF1	inference
YBX1	SRSF2	inference
YBX1	EWSR1	experimental interaction detection
YBX1	POU5F1	experimental interaction detection
YBX1	RPL6	experimental interaction detection
YBX1	CSTF1	inference
YBX1	SRSF11	inference
YBX1	EXOSC9	experimental interaction detection
YBX1	C1QBP	experimental interaction detection
YBX1	SRSF1	inference
YBX1	SRSF4	inference
YBX1	DHX9	experimental interaction detection
YBX1	NSUN2	experimental interaction detection
YBX1	NCBP1	experimental interaction detection
YBX1	EP300	experimental interaction detection
