Gene_Name	GO_ID	GO_term
ARHGEF18	GO:0005089	rho guanyl-nucleotide exchange factor activity
ARHGEF18	GO:0005829	cytosol
ARHGEF18	GO:0005886	plasma membrane
ARHGEF18	GO:0007264	small gtpase mediated signal transduction
ARHGEF18	GO:0035023	regulation of rho protein signal transduction
A0A087WZV9	GO:0000049	trna binding
A0A087WZV9	GO:0005730	nucleolus
A0A087WZV9	GO:0005829	cytosol
A0A087WZV9	GO:0016021	integral component of membrane
A0A087WZV9	GO:0051500	d-tyrosyl-trna(tyr) deacylase activity
A0A087WZV9	GO:0106074	aminoacyl-trna metabolism involved in translational fidelity
A0A087WZV9	GO:0106074	aminoacyl-trna metabolism involved in translational fidelity
A0A087X002	GO:0005509	calcium ion binding
A0A087X0B3	GO:0005506	iron ion binding
A0A087X0B3	GO:0005737	cytoplasm
A0A087X0B3	GO:0006082	organic acid metabolic process
A0A087X0B3	GO:0006805	xenobiotic metabolic process
A0A087X0B3	GO:0008392	arachidonic acid epoxygenase activity
A0A087X0B3	GO:0008395	steroid hydroxylase activity
A0A087X0B3	GO:0016712	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen
A0A087X0B3	GO:0019373	epoxygenase p450 pathway
A0A087X0B3	GO:0020037	heme binding
A0A087X0B3	GO:0042738	exogenous drug catabolic process
A0A087X0B3	GO:0043231	intracellular membrane-bounded organelle
A0A087X0B3	GO:0055114	oxidation-reduction process
TRBV18	GO:0002250	adaptive immune response
TRBV18	GO:0005886	plasma membrane
SENP3-EIF4A1	GO:0005634	nucleus
SENP3-EIF4A1	GO:0008234	cysteine-type peptidase activity
SENP3-EIF4A1	GO:0016926	protein desumoylation
SENP3-EIF4A1	GO:0071339	mll1 complex
TBC1D3E	GO:0005096	gtpase activator activity
TBC1D3E	GO:0005886	plasma membrane
TBC1D3E	GO:0006886	intracellular protein transport
TBC1D3E	GO:0017137	rab gtpase binding
TBC1D3E	GO:0090630	activation of gtpase activity
A0A087X1B8	GO:0006633	fatty acid biosynthetic process
A0A087X1B8	GO:0050080	malonyl-coa decarboxylase activity
TMSB15B	GO:0003785	actin monomer binding
TMSB15B	GO:0005737	cytoplasm
TMSB15B	GO:0007015	actin filament organization
TMSB15B	GO:0030334	regulation of cell migration
TMSB15B	GO:0042989	sequestering of actin monomers
CYP2D7	GO:0005506	iron ion binding
CYP2D7	GO:0005737	cytoplasm
CYP2D7	GO:0005737	cytoplasm
CYP2D7	GO:0005739	mitochondrion
CYP2D7	GO:0006082	organic acid metabolic process
CYP2D7	GO:0006805	xenobiotic metabolic process
CYP2D7	GO:0006805	xenobiotic metabolic process
CYP2D7	GO:0008395	steroid hydroxylase activity
CYP2D7	GO:0016021	integral component of membrane
CYP2D7	GO:0016712	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen
CYP2D7	GO:0019369	arachidonic acid metabolic process
CYP2D7	GO:0020037	heme binding
CYP2D7	GO:0042738	exogenous drug catabolic process
CYP2D7	GO:0042738	exogenous drug catabolic process
CYP2D7	GO:0043231	intracellular membrane-bounded organelle
CYP2D7	GO:0055114	oxidation-reduction process
CYP2D7	GO:0070330	aromatase activity
CYP2D7	GO:0006805	xenobiotic metabolic process
CYP2D7	GO:0042738	exogenous drug catabolic process
CYP2D7	GO:0070330	aromatase activity
TBC1D3K	GO:0005096	gtpase activator activity
TBC1D3K	GO:0005886	plasma membrane
TBC1D3K	GO:0006886	intracellular protein transport
TBC1D3K	GO:0017137	rab gtpase binding
TBC1D3K	GO:0090630	activation of gtpase activity
KLF13	GO:0003676	nucleic acid binding
LOC102723996	GO:0006955	immune response
LOC102723996	GO:0007165	signal transduction
LOC102723996	GO:0007166	cell surface receptor signaling pathway
LOC102723996	GO:0009897	external side of plasma membrane
LOC102723996	GO:0009986	cell surface
LOC102723996	GO:0016021	integral component of membrane
LOC102723996	GO:0031295	t cell costimulation
LOC102723996	GO:0042102	positive regulation of t cell proliferation
LOC102723996	GO:0042130	negative regulation of t cell proliferation
LOC102723996	GO:0071222	cellular response to lipopolysaccharide
A0A088AWK7	GO:0003676	nucleic acid binding
A0A088AWK7	GO:0006355	regulation of transcription, dna-templated
A0A096LNG9	GO:0003676	nucleic acid binding
DEFB131B	GO:0005615	extracellular space
DEFB131B	GO:0042742	defense response to bacterium
DEFB131B	GO:0045087	innate immune response
SMIM26	GO:0016021	integral component of membrane
CCDC187	GO:0005813	centrosome
CCDC187	GO:0008017	microtubule binding
CCDC187	GO:0034453	microtubule anchoring
UQCRHL	GO:0005750	mitochondrial respiratory chain complex iii
UQCRHL	GO:0006122	mitochondrial electron transport, ubiquinol to cytochrome c
UQCRHL	GO:0009060	aerobic respiration
UQCRHL	GO:0008121	ubiquinol-cytochrome-c reductase activity
SAA2-SAA4	GO:0005615	extracellular space
SAA2-SAA4	GO:0042056	chemoattractant activity
SAA2-SAA4	GO:0050918	positive chemotaxis
SAA2-SAA4	GO:0060326	cell chemotaxis
LOC102724200	GO:0005829	cytosol
LOC102724200	GO:0006891	intra-golgi vesicle-mediated transport
LOC102724200	GO:0034498	early endosome to golgi transport
LOC102724200	GO:1990071	trappii protein complex
A0A096LPI6	GO:0005739	mitochondrion
A0A096LPK6	GO:0006306	dna methylation
A0A096LPK6	GO:0019899	enzyme binding
A0A096LPK6	GO:0030234	enzyme regulator activity
A0A096LPK6	GO:0050790	regulation of catalytic activity
LINC02203	GO:0004930	g-protein coupled receptor activity
LINC02203	GO:0004984	olfactory receptor activity
LINC02203	GO:0005886	plasma membrane
LINC02203	GO:0007186	g-protein coupled receptor signaling pathway
LINC02203	GO:0016021	integral component of membrane
LINC02203	GO:0050911	detection of chemical stimulus involved in sensory perception of smell
A0A0A0MRY4	GO:0005089	rho guanyl-nucleotide exchange factor activity
A0A0A0MRY4	GO:0035023	regulation of rho protein signal transduction
IGKV2D-26	GO:0002250	adaptive immune response
IGKV2D-26	GO:0002377	immunoglobulin production
IGKV2D-26	GO:0003823	antigen binding
IGKV2D-26	GO:0005615	extracellular space
IGKV2D-26	GO:0005886	plasma membrane
IGKV2D-26	GO:0006955	immune response
IGKV3D-11	GO:0002250	adaptive immune response
IGKV3D-11	GO:0002377	immunoglobulin production
IGKV3D-11	GO:0003823	antigen binding
IGKV3D-11	GO:0005615	extracellular space
IGKV3D-11	GO:0005886	plasma membrane
IGKV3D-11	GO:0006955	immune response
IGLV5-52	GO:0002250	adaptive immune response
IGLV5-52	GO:0002377	immunoglobulin production
IGLV5-52	GO:0003823	antigen binding
IGLV5-52	GO:0005615	extracellular space
IGLV5-52	GO:0005886	plasma membrane
IGLV5-52	GO:0006955	immune response
IGLV3-32	GO:0002377	immunoglobulin production
IGLV3-32	GO:0005615	extracellular space
IGLV3-32	GO:0006955	immune response
IGHV1-45	GO:0003823	antigen binding
IGHV1-45	GO:0006910	phagocytosis, recognition
IGHV1-45	GO:0006911	phagocytosis, engulfment
IGHV1-45	GO:0006958	complement activation, classical pathway
IGHV1-45	GO:0009897	external side of plasma membrane
IGHV1-45	GO:0034987	immunoglobulin receptor binding
IGHV1-45	GO:0042571	immunoglobulin complex, circulating
IGHV1-45	GO:0042742	defense response to bacterium
IGHV1-45	GO:0045087	innate immune response
IGHV1-45	GO:0050853	b cell receptor signaling pathway
IGHV1-45	GO:0050871	positive regulation of b cell activation
IGHV3-49	GO:0003823	antigen binding
IGHV3-49	GO:0006910	phagocytosis, recognition
IGHV3-49	GO:0006911	phagocytosis, engulfment
IGHV3-49	GO:0006958	complement activation, classical pathway
IGHV3-49	GO:0009897	external side of plasma membrane
IGHV3-49	GO:0034987	immunoglobulin receptor binding
IGHV3-49	GO:0042571	immunoglobulin complex, circulating
IGHV3-49	GO:0042742	defense response to bacterium
IGHV3-49	GO:0045087	innate immune response
IGHV3-49	GO:0050853	b cell receptor signaling pathway
IGHV3-49	GO:0050871	positive regulation of b cell activation
RBM14-RBM4	GO:0003723	rna binding
RBM14-RBM4	GO:0005634	nucleus
IGKV6D-21	GO:0002250	adaptive immune response
IGKV6D-21	GO:0002377	immunoglobulin production
IGKV6D-21	GO:0003823	antigen binding
IGKV6D-21	GO:0005615	extracellular space
IGKV6D-21	GO:0005886	plasma membrane
IGKV6D-21	GO:0006955	immune response
IGLJ1	GO:0002250	adaptive immune response
IGLJ1	GO:0005576	extracellular region
IGLJ1	GO:0005886	plasma membrane
IGKJ1	GO:0002250	adaptive immune response
IGKJ1	GO:0005576	extracellular region
IGKJ1	GO:0005886	plasma membrane
VARS2	GO:0002161	aminoacyl-trna editing activity
VARS2	GO:0004832	valine-trna ligase activity
VARS2	GO:0005524	atp binding
VARS2	GO:0006438	valyl-trna aminoacylation
VARS2	GO:0106074	aminoacyl-trna metabolism involved in translational fidelity
TNFSF12-TNFSF13	GO:0005125	cytokine activity
TNFSF12-TNFSF13	GO:0005164	tumor necrosis factor receptor binding
TNFSF12-TNFSF13	GO:0005615	extracellular space
TNFSF12-TNFSF13	GO:0006955	immune response
TNFSF12-TNFSF13	GO:0010469	regulation of signaling receptor activity
TNFSF12-TNFSF13	GO:0016020	membrane
TMED7-TICAM2	GO:0005783	endoplasmic reticulum
TMED7-TICAM2	GO:0005793	endoplasmic reticulum-golgi intermediate compartment
TMED7-TICAM2	GO:0005794	golgi apparatus
TMED7-TICAM2	GO:0006886	intracellular protein transport
TMED7-TICAM2	GO:0006888	er to golgi vesicle-mediated transport
TMED7-TICAM2	GO:0007030	golgi organization
TMED7-TICAM2	GO:0016021	integral component of membrane
TMED7-TICAM2	GO:0030134	copii-coated er to golgi transport vesicle
TRAV14DV4	GO:0002250	adaptive immune response
TRAV14DV4	GO:0002377	immunoglobulin production
TRAV14DV4	GO:0005615	extracellular space
TRAV14DV4	GO:0005886	plasma membrane
TRAV14DV4	GO:0006955	immune response
ZFP91-CNTF	GO:0003676	nucleic acid binding
TRBV13	GO:0002250	adaptive immune response
TRBV13	GO:0005886	plasma membrane
GPR75-ASB3	GO:0016567	protein ubiquitination
GPR75-ASB3	GO:0035556	intracellular signal transduction
TRBV6-6	GO:0002250	adaptive immune response
TRBV6-6	GO:0005886	plasma membrane
TRBV6-8	GO:0002250	adaptive immune response
TRBV6-8	GO:0005886	plasma membrane
ARPC4-TTLL3	GO:0005885	arp2/3 protein complex
ARPC4-TTLL3	GO:0018094	protein polyglycylation
ARPC4-TTLL3	GO:0030041	actin filament polymerization
ARPC4-TTLL3	GO:0034314	arp2/3 complex-mediated actin nucleation
ARPC4-TTLL3	GO:0070735	protein-glycine ligase activity
C15orf38-AP3S2	GO:0006886	intracellular protein transport
C15orf38-AP3S2	GO:0016192	vesicle-mediated transport
C15orf38-AP3S2	GO:0030117	membrane coat
C15orf38-AP3S2	GO:0043231	intracellular membrane-bounded organelle
C15orf38-AP3S2	GO:0051126	negative regulation of actin nucleation
A0A0A6YYH2	GO:0005654	nucleoplasm
ZNF559-ZNF177	GO:0003676	nucleic acid binding
ZNF559-ZNF177	GO:0005634	nucleus
ZNF559-ZNF177	GO:0006355	regulation of transcription, dna-templated
ZNF559-ZNF177	GO:0046872	metal ion binding
MSANTD3-TMEFF1	GO:0016021	integral component of membrane
TRAV8-3	GO:0002250	adaptive immune response
TRAV8-3	GO:0005886	plasma membrane
A0A0A6YYJ9	GO:0005887	integral component of plasma membrane
A0A0A6YYJ9	GO:0015125	bile acid transmembrane transporter activity
A0A0A6YYJ9	GO:0015347	sodium-independent organic anion transmembrane transporter activity
A0A0A6YYJ9	GO:0015721	bile acid and bile salt transport
A0A0A6YYJ9	GO:0043252	sodium-independent organic anion transport
A0A0A6YYJ9	GO:0055085	transmembrane transport
TRAV8-1	GO:0002250	adaptive immune response
TRAV8-1	GO:0005886	plasma membrane
A0A0A6YYK5	GO:0000122	negative regulation of transcription by rna polymerase ii
A0A0A6YYK5	GO:0000981	rna polymerase ii transcription factor activity, sequence-specific dna binding
A0A0A6YYK5	GO:0003677	dna binding
A0A0A6YYK5	GO:0005634	nucleus
A0A0A6YYK5	GO:0006355	regulation of transcription, dna-templated
A0A0A6YYK5	GO:0030154	cell differentiation
A0A0A6YYK5	GO:0044798	nuclear transcription factor complex
TRAV16	GO:0002250	adaptive immune response
TRAV16	GO:0005886	plasma membrane
TRAV19	GO:0002250	adaptive immune response
TRAV19	GO:0002377	immunoglobulin production
TRAV19	GO:0005615	extracellular space
TRAV19	GO:0005886	plasma membrane
TRAV19	GO:0005886	plasma membrane
TRAV19	GO:0005886	plasma membrane
TRAV19	GO:0005886	plasma membrane
TRAV19	GO:0005886	plasma membrane
TRAV19	GO:0005886	plasma membrane
TRAV19	GO:0005886	plasma membrane
TRAV19	GO:0005886	plasma membrane
TRAV19	GO:0005886	plasma membrane
TRAV19	GO:0005886	plasma membrane
TRAV19	GO:0005886	plasma membrane
TRAV19	GO:0005886	plasma membrane
TRAV19	GO:0005886	plasma membrane
TRAV19	GO:0005886	plasma membrane
TRAV19	GO:0005886	plasma membrane
TRAV19	GO:0005886	plasma membrane
TRAV19	GO:0005886	plasma membrane
TRAV19	GO:0005887	integral component of plasma membrane
TRAV19	GO:0006955	immune response
TRAV19	GO:0042287	mhc protein binding
TRAV19	GO:0042605	peptide antigen binding
TRAV19	GO:0050776	regulation of immune response
TRAV19	GO:0050852	t cell receptor signaling pathway
TGIF2-C20orf24	GO:0003677	dna binding
TGIF2-C20orf24	GO:0003677	dna binding
TGIF2-C20orf24	GO:0005634	nucleus
TGIF2-C20orf24	GO:0006355	regulation of transcription, dna-templated
TGIF2-C20orf24	GO:0016021	integral component of membrane
ST20-MTHFS	GO:0005524	atp binding
ST20-MTHFS	GO:0005739	mitochondrion
ST20-MTHFS	GO:0009396	folic acid-containing compound biosynthetic process
ST20-MTHFS	GO:0030272	5-formyltetrahydrofolate cyclo-ligase activity
ST20-MTHFS	GO:0035999	tetrahydrofolate interconversion
ST20-MTHFS	GO:0046872	metal ion binding
RPL17-C18orf32	GO:0002181	cytoplasmic translation
RPL17-C18orf32	GO:0003735	structural constituent of ribosome
RPL17-C18orf32	GO:0022625	cytosolic large ribosomal subunit
LY6G6E	GO:0004675	transmembrane receptor protein serine/threonine kinase activity
LY6G6E	GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway
LY6G6E	GO:0016020	membrane
IGLV1-36	GO:0002250	adaptive immune response
IGLV1-36	GO:0002377	immunoglobulin production
IGLV1-36	GO:0003823	antigen binding
IGLV1-36	GO:0005615	extracellular space
IGLV1-36	GO:0005886	plasma membrane
IGLV1-36	GO:0006955	immune response
TRBV9	GO:0002250	adaptive immune response
TRBV9	GO:0005886	plasma membrane
IGHV6-1	GO:0003823	antigen binding
IGHV6-1	GO:0006910	phagocytosis, recognition
IGHV6-1	GO:0006911	phagocytosis, engulfment
IGHV6-1	GO:0006958	complement activation, classical pathway
IGHV6-1	GO:0009897	external side of plasma membrane
IGHV6-1	GO:0034987	immunoglobulin receptor binding
IGHV6-1	GO:0042571	immunoglobulin complex, circulating
IGHV6-1	GO:0042742	defense response to bacterium
IGHV6-1	GO:0045087	innate immune response
IGHV6-1	GO:0050853	b cell receptor signaling pathway
IGHV6-1	GO:0050871	positive regulation of b cell activation
IGHV3-15	GO:0003823	antigen binding
IGHV3-15	GO:0006910	phagocytosis, recognition
IGHV3-15	GO:0006911	phagocytosis, engulfment
IGHV3-15	GO:0006958	complement activation, classical pathway
IGHV3-15	GO:0009897	external side of plasma membrane
IGHV3-15	GO:0034987	immunoglobulin receptor binding
IGHV3-15	GO:0042571	immunoglobulin complex, circulating
IGHV3-15	GO:0042742	defense response to bacterium
IGHV3-15	GO:0045087	innate immune response
IGHV3-15	GO:0050853	b cell receptor signaling pathway
IGHV3-15	GO:0050871	positive regulation of b cell activation
IGHV3-21	GO:0003823	antigen binding
IGHV3-21	GO:0006910	phagocytosis, recognition
IGHV3-21	GO:0006911	phagocytosis, engulfment
IGHV3-21	GO:0006958	complement activation, classical pathway
IGHV3-21	GO:0009897	external side of plasma membrane
IGHV3-21	GO:0034987	immunoglobulin receptor binding
IGHV3-21	GO:0042571	immunoglobulin complex, circulating
IGHV3-21	GO:0042742	defense response to bacterium
IGHV3-21	GO:0045087	innate immune response
IGHV3-21	GO:0050853	b cell receptor signaling pathway
IGHV3-21	GO:0050871	positive regulation of b cell activation
IGHV2-26	GO:0003823	antigen binding
IGHV2-26	GO:0006910	phagocytosis, recognition
IGHV2-26	GO:0006911	phagocytosis, engulfment
IGHV2-26	GO:0006958	complement activation, classical pathway
IGHV2-26	GO:0009897	external side of plasma membrane
IGHV2-26	GO:0034987	immunoglobulin receptor binding
IGHV2-26	GO:0042571	immunoglobulin complex, circulating
IGHV2-26	GO:0042742	defense response to bacterium
IGHV2-26	GO:0045087	innate immune response
IGHV2-26	GO:0050853	b cell receptor signaling pathway
IGHV2-26	GO:0050871	positive regulation of b cell activation
IGHV3-73	GO:0003823	antigen binding
IGHV3-73	GO:0006910	phagocytosis, recognition
IGHV3-73	GO:0006911	phagocytosis, engulfment
IGHV3-73	GO:0006958	complement activation, classical pathway
IGHV3-73	GO:0009897	external side of plasma membrane
IGHV3-73	GO:0034987	immunoglobulin receptor binding
IGHV3-73	GO:0042571	immunoglobulin complex, circulating
IGHV3-73	GO:0042742	defense response to bacterium
IGHV3-73	GO:0045087	innate immune response
IGHV3-73	GO:0050853	b cell receptor signaling pathway
IGHV3-73	GO:0050871	positive regulation of b cell activation
IGHV7-81	GO:0003823	antigen binding
IGHV7-81	GO:0006910	phagocytosis, recognition
IGHV7-81	GO:0006911	phagocytosis, engulfment
IGHV7-81	GO:0006958	complement activation, classical pathway
IGHV7-81	GO:0009897	external side of plasma membrane
IGHV7-81	GO:0034987	immunoglobulin receptor binding
IGHV7-81	GO:0042571	immunoglobulin complex, circulating
IGHV7-81	GO:0042742	defense response to bacterium
IGHV7-81	GO:0045087	innate immune response
IGHV7-81	GO:0050853	b cell receptor signaling pathway
IGHV7-81	GO:0050871	positive regulation of b cell activation
PPAN-P2RY11	GO:0000027	ribosomal large subunit assembly
PPAN-P2RY11	GO:0016021	integral component of membrane
PPAN-P2RY11	GO:0019843	rrna binding
PPAN-P2RY11	GO:0030687	preribosome, large subunit precursor
PPAN-P2RY11	GO:0035589	g-protein coupled purinergic nucleotide receptor signaling pathway
PPAN-P2RY11	GO:0045028	g-protein coupled purinergic nucleotide receptor activity
NPIPA5	GO:0005654	nucleoplasm
IGHV3-74	GO:0003823	antigen binding
IGHV3-74	GO:0006910	phagocytosis, recognition
